,index,wokID,holeID,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz
67,135,curvNomAPO,R-9C6,ApogeeBoss,-9.0,6.0,-79.64448194490599,-177.361473300728,2.0229917692484003,4.461113796123708e-06,-0.9998198165408684,0.0189824769796398,0.9999636718407716,-0.0001573424804248,-0.0085223378286242,0.0085237889943269,0.0189818254003124,0.9997834942254508
68,137,curvNomAPO,R-9C7,ApogeeBoss,-9.0,7.0,-56.88980662681399,-177.364047662102,1.8567529871978,9.31814834822547e-06,-0.9998198879225758,0.0189787151214227,0.999981471959016,-0.0001062135063382,-0.0060864158066101,0.006087335365494,0.0189784201971365,0.9998013622290024
69,139,curvNomAPO,R-9C8,ApogeeBoss,-9.0,8.0,-34.134458727644,-177.36711436463,1.7459464191237997,7.137463880639471e-06,-0.9998197643767328,0.0189852234833103,0.9999933252293663,-6.222997878146619e-05,-0.0036531663176432,0.0036536893369896,0.0189851228356407,0.9998130903649664
70,141,curvNomAPO,R-9C9,ApogeeBoss,-9.0,9.0,-11.3782337415058,-177.368712536694,1.6905407157622,4.9568889619753136e-06,-0.9998196951724764,0.0189888683350517,0.9999992580626712,-1.8174987547076936e-05,-0.0012180081185071,0.0012181336282089,0.0189888602840324,0.999818953278831
71,143,curvNomAPO,R-9C10,ApogeeBoss,-9.0,10.0,11.3782078060738,-177.368677492314,1.6905395714668003,9.814499868919064e-06,-0.99981969486551,0.0189888826083683,0.9999992580292466,3.294368123000215e-05,0.0012177256137277,-0.0012181316152427,0.0189888565678048,0.9998189533518632
72,145,curvNomAPO,R-9C11,ApogeeBoss,-9.0,11.0,34.134432792466,-177.36711076849798,1.7459450197362,7.634156836080449e-06,-0.999819763355588,0.0189852770665936,0.9999933252330536,7.6998996094953e-05,0.0036528838600117,-0.0036536873237571,0.0189851224576055,0.999813090379502
73,147,curvNomAPO,R-9C12,ApogeeBoss,-9.0,12.0,56.889780686556,-177.36407550735998,1.8567516797328,5.454148432843626e-06,-0.999819886188275,0.0189788079898902,0.999981471999839,0.0001209833958116,0.0060861334238795,-0.006087333347829,0.0189784231558577,0.999801362185124
74,149,curvNomAPO,R-9C13,ApogeeBoss,-9.0,13.0,79.644543949862,-177.361481743688,2.0229939011974,3.27392219023404e-06,-0.9998198152755752,0.0189825438652532,0.9999636717820184,0.0001650765529143,0.0085221984226663,-0.0085237964255989,0.0189818263622473,0.9997834941438312
75,151,curvNomAPO,R-9C14,ApogeeBoss,-9.0,14.0,102.398194651004,-177.35956326213,2.2446724968284,5.368629355879403e-05,-0.9998195465677524,0.018996615983804,0.999939862474764,0.0002620036040754,0.0109637032093219,-0.0109667019533006,0.0189948849737419,0.9997594339605412
76,153,curvNomAPO,R-9C15,Boss,-9.0,15.0,125.14760723285998,-177.35118568173,2.5216756702276,5.150523637512568e-05,-0.9998199491003458,0.0189754243218051,0.9999103709412316,0.0003055406270736,0.0133849441199419,-0.0133883319117575,0.0189730341776727,0.9997303519163122
77,155,curvNomAPO,R-9C16,ApogeeBoss,-9.0,16.0,147.89891979796198,-177.347815544452,2.8542999699764007,5.6360319316015546e-05,-0.9998195647343584,0.0189956520791608,0.9998745584192872,0.0003572094160491,0.0158347664102995,-0.0158386946858026,0.0189923767820462,0.9996941659201672
78,157,curvNomAPO,R-9C17,Boss,-9.0,17.0,170.64305497635198,-177.337752283654,3.2418749847156,5.4179377682909406e-05,-0.9998199150092776,0.0189772130576635,0.9998333286196268,0.0004006244523115,0.0182525198656427,-0.0182568355963597,0.0189730611892001,0.999653295349502
79,159,curvNomAPO,R-9C18,ApogeeBoss,-9.0,18.0,193.390121727746,-177.332741304852,3.6849802231922,5.199547782034595e-05,-0.9998194643159868,0.0190009492226939,0.999785401835867,0.0004455962685724,0.0207111496508305,-0.0207158773013346,0.0189957947677517,0.9996049280634712
80,161,curvNomAPO,R-8C1,ApogeeBoss,-8.0,1.0,-204.765009328192,-157.62833525704997,3.574102796408,-4.069667897756751e-05,-0.9998576580967212,0.0168719260643336,0.9997599277187952,-0.0004103593299167,-0.0219070429983108,0.0219108482603894,0.0168669840386587,0.9996176366881238
81,163,curvNomAPO,R-8C2,Boss,-8.0,2.0,-182.025112907898,-157.638586078052,3.1035510911074,-4.0698648912183735e-05,-0.999857390602118,0.0168877707807737,0.9998099401506804,-0.0003699238514468,-0.0194922223524514,0.0194956897675679,0.0168837677864897,0.9996673729125196
82,165,curvNomAPO,R-8C3,ApogeeBoss,-8.0,3.0,-159.276093471306,-157.642736261014,2.687947757317,-4.070047429551522e-05,-0.9998577254491136,0.0168679341709691,0.99985481539923,-0.0003281108837607,-0.017036445234256,0.0170395559344496,0.0168647918152794,0.999712574858686
83,167,curvNomAPO,R-8C4,Boss,-8.0,4.0,-136.529570329188,-157.65115231555598,2.327794890883,-4.070207155300628e-05,-0.9998574560468644,0.0168838956059888,0.9998931241835772,-0.0002875310987139,-0.0146170289824041,0.0146198000583641,0.016881496182502,0.9997506071680544
84,169,curvNomAPO,R-8C5,ApogeeBoss,-8.0,5.0,-113.777276867902,-157.654939205366,2.0229939011974,-4.070340820817364e-05,-0.9998576149287236,0.0168744840595728,0.9999258586384152,-0.0002461725831362,-0.0121744250495646,0.0121768456285162,0.0168727374217561,0.9997834941438252
85,171,curvNomAPO,R-8C6,Boss,-8.0,6.0,-91.02478725156,-157.658868744624,1.7736499330842,6.641842551504133e-06,-0.9998576128790366,0.0168746532918581,0.9999525440050095,-0.0001577550013109,-0.0097408855485099,0.0097421606328132,0.0168739171858242,0.9998101625933848
86,173,curvNomAPO,R-8C7,Boss,-8.0,7.0,-68.2704238602,-157.66317941901,1.5797113997276,4.460587866777839e-06,-0.9998574945625884,0.0168816630438596,0.9999732831204272,-0.0001189415735852,-0.0073088233154203,0.007309789699924,0.0168812446201497,0.999830780959767
87,175,curvNomAPO,R-8C8,Boss,-8.0,8.0,-45.514106261674,-157.664659889252,1.4411379050946005,9.317967669723484e-06,-0.999857589699352,0.0168760254141097,0.9999881334071976,-7.289753178187476e-05,-0.0048711118585376,0.0048716483826323,0.0168758705420509,0.999845724117218
88,177,curvNomAPO,R-8C9,Boss,-8.0,9.0,-22.7571792602774,-157.665609724538,1.3579897224961996,7.137401867524989e-06,-0.999857643206568,0.0168728560257304,0.9999970344249384,-3.3955502183119574e-05,-0.0024351567408075,0.002435383006002,0.0168728233687017,0.999854677811322
89,179,curvNomAPO,R-8C10,Fiducial,-8.0,10.0,1.73941899112712e-05,-157.666060002276,1.3302748215125997,4.956826447615123e-06,-0.9998576467098912,0.0168726492047911,0.999999999987715,4.956158670257444e-06,-8.139224452122993e-08,-2.242868579104985e-09,0.0168726492049873,0.999857646722175
90,181,curvNomAPO,R-8C11,Boss,-8.0,11.0,22.7571260667846,-157.66559039971,1.3579882477976,9.814549001815173e-06,-0.999857642522368,0.0168728952254007,0.9999970344142556,5.09050018267298e-05,0.0024348657817358,-0.002435378075147,0.0168728212902736,0.9998546778584064
91,183,curvNomAPO,R-8C12,Boss,-8.0,12.0,45.514053069756,-157.664672023594,1.4411358566608,7.634303695780294e-06,-0.9998575882981208,0.0168761092785996,0.999988133445506,8.984751311140675e-05,0.0048708208340113,-0.0048716434485765,0.0168758718320037,0.999845724119486
92,185,curvNomAPO,R-8C13,Boss,-8.0,13.0,68.27045865083399,-157.6631722143,1.5797088219832007,5.454131578380777e-06,-0.9998574933471448,0.016881734739568,0.9999732830826774,0.0001288552151567,0.0073086604234692,-0.0073097941902975,0.0168812438492611,0.9998307809399536
93,187,curvNomAPO,R-8C14,Boss,-8.0,14.0,91.024191838984,-157.659212506446,1.7736499330842,5.3685989147986174e-05,-0.9998576015419304,0.0168752409355403,0.999952542585956,0.0002180771053647,0.009739867466147,-0.0097421606277336,0.016873917185825,0.9998101625934342
94,189,curvNomAPO,R-8C15,ApogeeBoss,-8.0,15.0,113.777300558736,-157.654881285746,2.0229917692484003,5.15054382695312e-05,-0.999857612327701,0.0168746086632744,0.9999258581053556,0.0002569738402799,0.0121742456322161,-0.0121768485027099,0.0168727305079599,0.9997834942254988
95,191,curvNomAPO,R-8C16,Boss,-8.0,16.0,136.529533494362,-157.65112966891598,2.3277802354132,5.636038031065966e-05,-0.9998574514730528,0.016884121455356,0.9998931234751608,0.000303188744716,0.0146167610527168,-0.0146197965305497,0.016881493132918,0.9997506072711376
