,index,wokID,holeID,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz
96,193,curvNomAPO,R-8C17,ApogeeBoss,-8.0,17.0,159.27608357292598,-157.64269751940998,2.6879524996747994,5.41797654715604e-05,-0.9998577210168688,0.0168681589839026,0.99985481477218,0.0003415901189928,0.0170362171000621,-0.0170395552008512,0.0168647869581506,0.999712574953128
97,195,curvNomAPO,R-8C18,Boss,-8.0,18.0,182.025129941646,-157.63853132428798,3.1035725114354005,5.199609118727929e-05,-0.9998573864665716,0.0168879846234842,0.999809939581668,0.0003812217441395,0.0194920338518888,-0.0194956920910207,0.0168837613764923,0.999667372975468
98,197,curvNomAPO,R-8C19,ApogeeBoss,-8.0,19.0,204.764966602852,-157.62831631754,3.5740757810442,5.685362760842829e-05,-0.9998576513840494,0.016872277156269,0.9997599270298648,0.0004265177169941,0.0219067658013756,-0.021910843728717,0.0168669810994741,0.9996176368370486
99,199,curvNomAPO,R-7C1,ApogeeBoss,-7.0,1.0,-216.140501761058,-137.924486267062,3.518657729879,-4.069555979498321e-05,-0.9998911194978474,0.0147562696238881,0.9997327702661112,-0.0003817979757285,-0.0231136818000198,0.0231167990846105,0.0147513856856635,0.9996239343975486
100,201,curvNomAPO,R-7C2,Boss,-7.0,2.0,-193.40446111131,-137.935649958476,3.0205180197849995,-4.069758563801798e-05,-0.9998907326041488,0.0147824624486323,0.999785288056355,-0.0003469976165804,-0.0207185274265693,0.0207213930462684,0.0147784452833439,0.999676058243484
101,203,curvNomAPO,R-7C3,ApogeeBoss,-7.0,3.0,-170.654610891264,-137.93862849277798,2.5770943083614,-4.069958544019373e-05,-0.999891097294168,0.0147577740668525,0.9998333801757318,-0.0003100774736775,-0.0182514585261317,0.0182540469462126,0.0147545723023351,0.999724508235274
102,205,curvNomAPO,R-7C4,Fiducial,-7.0,4.0,-147.90949501989,-137.946938959266,2.1892637662948005,-4.070132513847602e-05,-0.9998908368410736,0.014775410135081,0.999874541066828,-0.0002747318805472,-0.0158375076572678,0.0158398380611147,0.0147729118203397,0.9997654027853464
103,207,curvNomAPO,R-7C5,ApogeeBoss,-7.0,5.0,-125.156904764684,-137.95003304400998,1.8567516797328,-4.070276358604479e-05,-0.9998910221297116,0.0147628658358034,0.999910320578704,-0.0002384008955684,-0.0133900696490378,0.0133921299082008,0.0147609968976993,0.9998013621850632
104,209,curvNomAPO,R-7C6,Boss,-7.0,6.0,-102.405083053534,-137.95553762685398,1.5797088219832007,-4.0703940417181024e-05,-0.9998908809676944,0.0147724236615897,0.9999398851631176,-0.0002026720826108,-0.0109628912244062,0.0109646889221932,0.0147710893868797,0.9998307809400372
105,211,curvNomAPO,R-7C7,ApogeeBoss,-7.0,7.0,-79.650096533626,-137.95732650059398,1.357991802908601,6.640107816994909e-06,-0.9998910032287184,0.0147642005599904,0.9999636714094976,-0.0001192085134197,-0.0085230071317892,0.0085238381699308,0.0147637207910804,0.999854677806358
106,213,curvNomAPO,R-7C8,ApogeeBoss,-7.0,8.0,-56.894124857954,-137.960312642704,1.1917083615112007,4.459569326226956e-06,-0.9998909509822516,0.0147677392962087,0.9999814557212564,-8.547664560999055e-05,-0.0060894094409943,0.0060900076936944,0.0147674925952783,0.9998724083445544
107,215,curvNomAPO,R-7C9,ApogeeBoss,-7.0,9.0,-34.137030324228,-137.962314969662,1.0808421759796003,9.317559002215167e-06,-0.9998909109058096,0.0147704502684877,0.999993321420522,-4.4665479209153255e-05,-0.0036544656720318,0.0036547267389212,0.0147703856735612,0.999884232638718
108,217,curvNomAPO,R-7C10,ApogeeBoss,-7.0,10.0,-11.3790631405836,-137.96300413084398,1.0254009643324,7.137133160863112e-06,-0.9998909251480572,0.014769487317559,0.9999992580084702,-1.0855357101078315e-05,-0.0012181398401277,0.001218167299764,0.0147694850527508,0.999890183159984
109,219,curvNomAPO,R-7C11,ApogeeBoss,-7.0,11.0,11.3790706739696,-137.96301985699998,1.0254009610558006,4.956834891707574e-06,-0.9998909249187008,0.0147695037375929,0.9999992580197384,2.2948040263828988e-05,0.0012179627907775,-0.0012181688725535,0.0147694867416722,0.9998901831331204
110,221,curvNomAPO,R-7C12,ApogeeBoss,-7.0,12.0,34.136949872268,-137.96231136438598,1.0808408707752006,9.81500183183532e-06,-0.9998909098739648,0.0147705197972372,0.9999933214444622,6.379596324001171e-05,0.0036541752212834,-0.003654718886386,0.0147703852857639,0.9998842326731489
111,223,curvNomAPO,R-7C13,ApogeeBoss,-7.0,13.0,56.89413239515,-137.96028970523398,1.1917060268702002,7.634848483156045e-06,-0.9998909499115216,0.0147678104925572,0.9999814556924842,9.756997706584032e-05,0.0060892324015364,-0.0060900092651354,0.0147674901433714,0.9998724083711962
112,225,curvNomAPO,R-7C14,ApogeeBoss,-7.0,14.0,79.64950112105,-137.957670262416,1.357991802908601,5.368801815786491e-05,-0.9998909942172304,0.0147647147237998,0.9999636699902898,0.0001795322550281,0.0085221163873699,-0.0085238381699314,0.0147637207860311,0.9998546778064324
113,227,curvNomAPO,R-7C15,Boss,-7.0,15.0,102.405106688234,-137.955511099602,1.5797113997276,5.150696472940145e-05,-0.9998908787714724,0.0147725385985399,0.9999398846329904,0.0002134745822305,0.0109627345477754,-0.0109646918422193,0.0147710858847787,0.9998307809597532
114,229,curvNomAPO,R-7C16,ApogeeBoss,-7.0,16.0,125.156867679922,-137.950041586284,1.8567529871978,5.636352773076217e-05,-0.9998910182692872,0.0147630758163904,0.9999103198664204,0.0002540613082387,0.0133898348565067,-0.0133921263354856,0.0147609971634509,0.9998013622289954
115,231,curvNomAPO,R-7C17,Fiducial,-7.0,17.0,147.90948530108798,-137.946931865046,2.1892572768742,5.418204395809701e-05,-0.9998908330673484,0.0147756222268324,0.9998745404381192,0.0002882127861439,0.0158373077588972,-0.0158398373718367,0.0147729103860361,0.9997654028174608
116,233,curvNomAPO,R-7C18,ApogeeBoss,-7.0,18.0,170.65462839059398,-137.93860561499798,2.5770903468758,5.200023695353113e-05,-0.999891093771498,0.0147579772466529,0.9998333796107975,0.0003213787540007,0.0182512939745863,-0.0182540491953334,0.0147545691951289,0.9997245082400652
117,235,curvNomAPO,R-7C19,Boss,-7.0,19.0,193.404417577996,-137.935661892666,3.0205296506228,5.6853954215932506e-05,-0.9998907268564168,0.0147827979142857,0.999785287356108,0.000363155640017,0.0207182842978322,-0.0207213888022152,0.0147784459442745,0.9996760583216844
118,237,curvNomAPO,R-7C20,ApogeeBoss,-7.0,20.0,216.140485884788,-137.924482729096,3.5186498704332,5.467296400725755e-05,-0.9998911140781448,0.0147565916943481,0.999732769632367,0.0003957775477415,0.0231134740644778,-0.0231167976602208,0.0147513846027891,0.9996239344464682
119,239,curvNomAPO,R-6C1,ApogeeBoss,-6.0,1.0,-227.516348789608,-118.220910197788,3.5186498704332,-4.069437458515605e-05,-0.9999200001894908,0.0126487772142816,0.9997038963879632,-0.0003484677450982,-0.024331011424833,0.0243334726394036,0.0126440417303676,0.9996239344463638
120,241,curvNomAPO,R-6C2,Fiducial,-6.0,2.0,-204.781892266486,-118.23086207603,2.9928316327144,-4.069650655311964e-05,-0.9999197132673128,0.0126714388768308,0.9997592719674064,-0.0003187043013342,-0.0219384717510152,0.0219407488248723,0.0126674956871205,0.999679017532138
121,243,curvNomAPO,R-6C3,ApogeeBoss,-6.0,3.0,-182.03311606385,-118.234001022,2.5216816596492,-4.069866175581269e-05,-0.9999199609252264,0.0126518807658366,0.9998103641555244,-0.0002870695672046,-0.0194718596508252,0.0194739331111304,0.0126486890371136,0.9997303519423754
122,245,curvNomAPO,R-6C4,Boss,-6.0,4.0,-159.28791201282,-118.240688447284,2.10612750478,-4.070050751491864e-05,-0.9999198381490652,0.0126615804469947,0.999854575233262,-0.0002566173956037,-0.0170517603966643,0.0170536426777877,0.0126590451243095,0.999774435484304
123,247,curvNomAPO,R-6C5,ApogeeBoss,-6.0,5.0,-136.53720732508998,-118.244841326202,1.7459450197362,-4.0702053494684815e-05,-0.999919874694384,0.0126586940286178,0.999893197941156,-0.0002256981536845,-0.0146130685125345,0.0146147546798243,0.0126567472721369,0.999813090379466
124,249,curvNomAPO,R-6C6,Boss,-6.0,6.0,-113.784584716888,-118.24866219943398,1.4411358566608,-4.0703395394548455e-05,-0.9999198792087068,0.0126583374294867,0.999925831036641,-0.00019486442503,-0.0121776210131001,0.0121791119921135,0.0126569029031987,0.9998457241194676
125,251,curvNomAPO,R-6C7,ApogeeBoss,-6.0,7.0,-91.030049400802,-118.251908833022,1.1917060268702002,-4.070446146241063e-05,-0.999919872778474,0.0126588453591587,0.9999525251112256,-0.0001640472719913,-0.0097427209842189,0.0097440169761041,0.0126578478096724,0.9998724083711864
126,253,curvNomAPO,R-6C8,Fiducial,-6.0,8.0,-68.274457758152,-118.25414217298,0.9976807455540008,6.639088127330097e-06,-0.9999198705790447,0.0126590827909738,0.9999732921136876,-8.588125780918824e-05,-0.0073080560837323,0.0073085576713828,0.0126587932124582,0.9998931642626466
127,255,curvNomAPO,R-6C9,Boss,-6.0,9.0,-45.516777586786,-118.25545293286798,0.8590694002219994,4.458700004285804e-06,-0.999919909779486,0.0126559869905286,0.999988135436606,-5.71920431751473e-05,-0.004870904956025,0.0048712386659274,0.0126558585506726,0.9999080459113252
128,257,curvNomAPO,R-6C10,Boss,-6.0,10.0,-22.7587128931004,-118.25684771494,0.7759100268916006,9.317243074356518e-06,-0.9999198773719306,0.012658544532941,0.9999970325651948,-2.152150710600065e-05,-0.0024360619099683,0.0024361391572421,0.0126585296669163,0.9999169099743628
129,259,curvNomAPO,R-6C11,Boss,-6.0,11.0,-9.860140990626e-06,-118.257382667134,0.7481912621108,7.137081864063543e-06,-0.999919862612746,0.0126597117490432,0.999999999974531,7.136501409681427e-06,-9.102535668196281e-08,6.72011404496945e-10,0.0126597117493704,0.9999198626382132
130,261,curvNomAPO,R-6C12,Boss,-6.0,12.0,22.7586931674604,-118.256879146678,0.775911333315201,4.957111197725119e-06,-0.999919876920372,0.0126585826605989,0.999997032599596,3.5794751152859764e-05,0.0024358798694855,-0.002436137810105,0.0126585330225882,0.9999169099351638
131,263,curvNomAPO,R-6C13,Boss,-6.0,13.0,45.516757859622,-118.25541423418998,0.8590694219644011,9.815629517893077e-06,-0.9999199089136044,0.0126560523806813,0.9999881354048936,7.146536170277485e-05,0.0048707229593162,-0.0048712373271839,0.0126558544125321,0.9999080459702238
132,265,curvNomAPO,R-6C14,Fiducial,-6.0,14.0,68.273862345576,-118.254485934802,0.9976807455540008,5.368931141313193e-05,-0.9999198635781184,0.0126595236630384,0.9999732906944546,0.0001462064341952,0.0073072923427513,-0.0073085576663027,0.0126587932124587,0.999893164262684
133,267,curvNomAPO,R-6C15,ApogeeBoss,-6.0,15.0,91.030073033724,-118.251913774338,1.1917083615112007,5.150864919144188e-05,-0.9999198709494302,0.0126589504831093,0.9999525245846906,0.0001748511423765,0.0097425871195372,-0.0097440198872345,0.0126578476666756,0.999872408344627
134,269,curvNomAPO,R-6C16,Boss,-6.0,16.0,113.784547612314,-118.24870219783,1.4411379050946005,5.636588296830194e-05,-0.9999198759878482,0.0126585318000792,0.999925830320085,0.0002105268181316,0.0121774191497113,-0.0121791084064534,0.0126569065298448,0.9998457241172354
135,271,curvNomAPO,R-6C17,ApogeeBoss,-6.0,17.0,136.53719747192198,-118.24486558498,1.7459464191237997,5.418451278961652e-05,-0.9999198715357568,0.012658892998773,0.9998931973113684,0.0002391809922745,0.014612897142659,-0.0146147540002414,0.0126567492022535,0.999813090364966
136,273,curvNomAPO,R-6C18,Boss,-6.0,18.0,159.287929457032,-118.240696998194,2.106126076969801,5.200264126992098e-05,-0.9999198351809696,0.0126617734693049,0.9998545746705566,0.0002679203005018,0.0170516195439898,-0.0170536449501477,0.0126590453974726,0.9997744354420848
137,275,curvNomAPO,R-6C19,ApogeeBoss,-6.0,19.0,182.033072804602,-118.234044629228,2.5216791411122,5.6857468793250605e-05,-0.9999199561041748,0.012652199486798,0.9998103634496454,0.0003032301702358,0.0194716509354538,-0.019473928877259,0.0126486930585475,0.999730351973968
138,277,curvNomAPO,R-6C20,Fiducial,-6.0,20.0,204.781876202256,-118.23088989969798,2.9928316327144,5.467558163851681e-05,-0.9999197086837516,0.0126717479608131,0.9997592713300716,0.0003326856539213,0.0219382932294337,-0.0219407474837507,0.0126674980188384,0.999679017532026
139,279,curvNomAPO,R-6C21,ApogeeBoss,-6.0,21.0,227.516359791618,-118.22092217846,3.518657729879,5.249297603206846e-05,-0.9999199959985255,0.0126490650561984,0.9997038957979268,0.0003602689345444,0.0243308637894949,-0.0243334742882232,0.0126440424154332,0.999623934397562
140,281,curvNomAPO,R-5C1,ApogeeBoss,-5.0,1.0,-238.892609587968,-98.517504724312,3.5740757810442,-4.069315122534022e-05,-0.999944384947941,0.0105463432122821,0.999673221089278,-0.0003102701351083,-0.0255608053361036,0.0255626559859175,0.0105418567400181,0.999617636836915
141,283,curvNomAPO,R-5C2,Boss,-5.0,2.0,-216.157996075828,-98.525307880156,3.0205296506228,-4.069537435955965e-05,-0.9999442429210816,0.0105598007969756,0.9997317888379516,-0.0002852387724802,-0.0231574831471873,0.0231592040181889,0.0105560261380869,0.9996760583216024
142,285,curvNomAPO,R-5C3,ApogeeBoss,-5.0,3.0,-193.410222643602,-98.528243063008,2.5216791411122,-4.069766083529575e-05,-0.99994441314014,0.0105436698317654,0.9997859163991926,-0.0002588463281025,-0.0206894748218763,0.0206910539491595,0.0105405705917329,0.9997303519740078
143,287,curvNomAPO,R-5C4,Boss,-5.0,4.0,-170.66584526198798,-98.533921673444,2.0784140103214,-4.0699621528309225e-05,-0.9999443415390348,0.0105504581704831,0.999833096095109,-0.0002334432182173,-0.0182681541796713,0.018269600335234,0.0105479537508549,0.9997774564248088
144,289,curvNomAPO,R-5C5,ApogeeBoss,-5.0,5.0,-147.916676641036,-98.538155755654,1.6905395714668003,-4.070129896994936e-05,-0.9999443323528184,0.0105513287732126,0.9998746055615632,-0.0002077823074776,-0.0158344554570391,0.0158357663695989,0.0105493612123608,0.9998189533518048
145,291,curvNomAPO,R-5C6,Boss,-5.0,6.0,-125.163843555226,-98.541044490796,1.3579882477976,-4.070276767006664e-05,-0.9999443780067888,0.0105470012752843,0.9999102874549148,-0.0001819697458421,-0.0133934285693142,0.0133946028352627,0.0105455099273455,0.9998546778583663
146,293,curvNomAPO,R-5C7,ApogeeBoss,-5.0,7.0,-102.410391470146,-98.54462147907,1.0808408707752006,-4.070395142930048e-05,-0.9999443321021309,0.0105513525205119,0.9999398908592804,-0.0001563860561023,-0.0109631296504129,0.0109641694404385,0.0105502720450817,0.999884232673091
147,295,curvNomAPO,R-5C8,Boss,-5.0,8.0,-79.65381393183,-98.546375721434,0.8590694219644011,-4.070492631854669e-05,-0.9999443751438756,0.0105472726916929,0.9999636634884344,-0.0001306132316877,-0.0085237692937291,0.0085246727736602,0.0105465424811957,0.9999080459701254
148,297,curvNomAPO,R-5C9,ApogeeBoss,-5.0,9.0,-56.897377135676,-98.548460492982,0.6927514085000013,6.638232798042757e-06,-0.999944335437244,0.0105511128750692,0.9999814460216676,-5.763539983121503e-05,-0.0060913291304238,0.0060915981768604,0.0105509575456103,0.9999257821091134
149,299,curvNomAPO,R-5C10,ApogeeBoss,-5.0,10.0,-34.138564494895995,-98.548949693934,0.5818636575810006,4.458257159663665e-06,-0.9999443850181746,0.0105464141180115,0.9999933264379788,-3.4071897378663816e-05,-0.0036532066204491,0.0036533627837689,0.0105463600227973,0.999937711675402
150,301,curvNomAPO,R-5C11,ApogeeBoss,-5.0,11.0,-11.3796175927894,-98.549357217376,0.5264302759410002,9.31709212968678e-06,-0.9999443951299236,0.010545452168737,0.9999992585740912,-3.524505121789062e-06,-0.0012177187055062,0.001217688161916,0.0105454556956629,0.9999436537124036
151,303,curvNomAPO,R-5C12,ApogeeBoss,-5.0,12.0,11.3795706165054,-98.549372917116,0.5264326922176004,7.137235271467767e-06,-0.999944394918902,0.0105454738789321,0.9999992585972112,1.997788691075457e-05,0.0012175409285762,-0.0012176839033987,0.0105454573706122,0.9999436536999252
152,305,curvNomAPO,R-5C13,ApogeeBoss,-5.0,13.0,34.138605489988,-98.54894601449,0.5818689693306007,4.957340570189747e-06,-0.999944384657047,0.0105464481350012,0.999993326416784,4.34870873049248e-05,0.0036531124768747,-0.0036533679420823,0.0105463596426792,0.999937711660565
153,307,curvNomAPO,R-5C14,ApogeeBoss,-5.0,14.0,56.896781722846,-98.54880425455,0.6927514085000013,5.36904404148719e-05,-0.999944330140318,0.0105514803495703,0.999981444602312,0.0001179618341378,0.0060906925779664,-0.0060915981819401,0.0105509575506892,0.999925782109029
154,309,curvNomAPO,R-5C15,Boss,-5.0,15.0,79.65383758253199,-98.54641215494,0.8590694002219994,5.150994067457571e-05,-0.9999443736401494,0.010547368019332,0.9999636629654348,0.0001414180957843,0.0085236582329947,-0.0085246756816154,0.0105465457061258,0.9999080459113188
155,311,curvNomAPO,R-5C16,ApogeeBoss,-5.0,16.0,102.410354366334,-98.544692955432,1.0808421759796003,5.636779298285927e-05,-0.9999443294559583,0.0105515312417472,0.9999398901382835,0.0001720500059973,0.010962960778583,-0.0109641658556056,0.0105502790327598,0.99988423263867
156,313,curvNomAPO,R-5C17,Boss,-5.0,17.0,125.163833694438,-98.541100220174,1.3579897224961996,5.41864873994744e-05,-0.9999443754060116,0.0105471871940284,0.9999102868240892,0.0001954539893374,0.0133932856725116,-0.0133946021662473,0.0105455152372629,0.999854677811325
157,315,curvNomAPO,R-5C18,ApogeeBoss,-5.0,18.0,147.91669402250997,-98.53819573881,1.6905407157622,5.200570648729691e-05,-0.9999443299018362,0.0105515113881454,0.9998746050024604,0.0002190875835568,0.0158343383759573,-0.0158357685819184,0.0105493648054468,0.9998189532788532
158,317,curvNomAPO,R-5C19,Boss,-5.0,19.0,170.665801934668,-98.533996718506,2.0784140103214,5.686075063841508e-05,-0.9999443375572412,0.010550760828711,0.9998330953845146,0.0002496062352483,0.0182679793777841,-0.0182695960731171,0.0105479611270117,0.9997774564248726
159,319,curvNomAPO,R-5C20,ApogeeBoss,-5.0,20.0,193.410206508252,-98.528302330352,2.5216816596492,5.467915054128052e-05,-0.9999444093626978,0.0105439648366183,0.9997859157605395,0.0002728301372968,0.0206893260058214,-0.0206910525843774,0.0105405762651541,0.999730351942437
160,321,curvNomAPO,R-5C21,Boss,-5.0,21.0,216.158007507352,-98.525351548344,3.0205180197849995,5.249740151179261e-05,-0.9999442394418664,0.0105600781744262,0.9997317882521088,0.0002970434166038,0.0231573600276323,-0.0231592055620128,0.0105560301361739,0.9996760582436196
161,323,curvNomAPO,R-5C22,ApogeeBoss,-5.0,22.0,238.892647352942,-98.517532255626,3.574102796408,5.0312215272433406e-05,-0.999944381890223,0.0105465916229172,0.9996732205285248,0.0003198919219041,0.0255607086616473,-0.0255626607928108,0.0105418591974041,0.9996176366880756
162,325,curvNomAPO,R-4C1,ApogeeBoss,-4.0,1.0,-250.269719756486,-78.81438760459,3.6849802231922,-4.069189872412948e-05,-0.999964325119758,0.0084467053906672,0.9996405792516032,-0.0002671216847236,-0.0268074795444296,0.0268087794889815,0.0084425786222516,0.9996049280633414
163,327,curvNomAPO,R-4C2,Boss,-4.0,2.0,-227.531537713002,-78.81912099441199,3.1035725114354005,-4.069422705854353e-05,-0.9999643362829024,0.0084453837257207,0.9997030160702332,-0.0002464914182499,-0.0243683996614462,0.0243696123083468,0.0084418839292846,0.999667372975464
164,329,curvNomAPO,R-4C3,ApogeeBoss,-4.0,3.0,-204.785650820564,-78.821940652222,2.5770903468758,-4.069662650712956e-05,-0.999964431511011,0.0084341008201804,0.9997600590203756,-0.000225433181761,-0.0219037340984493,0.0219048563419074,0.0084311857256816,0.9997245082400948
165,331,curvNomAPO,R-4C4,Boss,-4.0,4.0,-182.043412089994,-78.827044926748,2.106126076969801,-4.069869562080392e-05,-0.999964366849664,0.0084417637118454,0.9998100534717982,-0.0002052184550628,-0.0194888394242914,0.0194898773812533,0.0084393670577927,0.9997744354419787
166,333,curvNomAPO,R-4C5,ApogeeBoss,-4.0,5.0,-159.294927764092,-78.830516798138,1.6905407157622,-4.07004908048135e-05,-0.9999643697750978,0.0084414171654741,0.9998545708066396,-0.0001846522249564,-0.0170529510826236,0.0170539022086027,0.0084394954735061,0.9998189532788484
167,335,curvNomAPO,R-4C6,Fiducial,-4.0,6.0,-136.54280457958,-78.83304506486199,1.3302748215125997,-4.070205084226183e-05,-0.9999644001170016,0.0084378221116645,0.999893236129644,-0.0001639909092427,-0.0146112781497679,0.0146121417160955,0.0084363265481323,0.9998576467221932
168,337,curvNomAPO,R-4C7,ApogeeBoss,-4.0,7.0,-113.789944641906,-78.836074203584,1.0254009610558006,-4.070339477068967e-05,-0.9999643747257916,0.0084408306753685,0.9999257999220248,-0.0001435223073252,-0.0121808887871777,0.0121816662871689,0.0084397085615492,0.99989018313306
169,339,curvNomAPO,R-4C8,Boss,-4.0,8.0,-91.034114929628,-78.838046013458,0.775911333315201,-4.0704463625256494e-05,-0.9999643832473522,0.0084398210815901,0.99995251999242,-0.000122943274728,-0.0097438516901973,0.0097445422650837,0.0084390237405645,0.9999169099351958
170,341,curvNomAPO,R-4C9,ApogeeBoss,-4.0,9.0,-68.276588019576,-78.839372611262,0.5818689693306007,-4.070532832603098e-05,-0.9999644018905472,0.0084376119107374,0.9999733046533412,-0.0001023541567482,-0.0073061278597233,0.0073067314000361,0.0084370892674291,0.999937711660552
171,343,curvNomAPO,R-4C10,Boss,-4.0,10.0,-45.519507913304,-78.84141291807799,0.4433070829548002,6.637998639513127e-06,-0.999964334971832,0.0084456343917213,0.999988111975457,-3.454365267460643e-05,-0.0048759321669724,0.0048760500097754,0.0084455663562435,0.9999524471419752
172,345,curvNomAPO,R-4C11,Boss,-4.0,11.0,-22.759122508969,-78.83932937436599,0.3601207426983999,4.457869581911628e-06,-0.9999644948805504,0.0084266813404394,0.99999704129724,-1.6040759625351555e-05,-0.0024325171037732,0.0024325659073327,0.0084266672522381,0.9999615362113315
173,347,curvNomAPO,R-4C12,Boss,-4.0,12.0,-3.7111611837334e-05,-78.84015862112,0.3324083843564001,9.317049247355037e-06,-0.9999644587832728,0.0084309598189491,0.9999999999565964,9.316687891461483e-06,-8.21355963680089e-08,3.5840559103757173e-09,0.0084309598193484,0.9999644588266748
174,349,curvNomAPO,R-4C13,Boss,-4.0,13.0,22.7591362772676,-78.839310029218,0.3601197743488002,7.137443933485731e-06,-0.999964494644894,0.0084267074613058,0.9999970412762684,2.7635709514034434e-05,0.0024324216281049,-0.0024325681421508,0.0084266651677335,0.9999615362234612
175,351,curvNomAPO,R-4C14,Boss,-4.0,14.0,45.51891250072799,-78.841756679646,0.4433070829548002,5.369039682172594e-05,-0.9999643310680651,0.0084459285420927,0.9999881105561425,9.487061364013956e-05,0.0048754226404701,-0.0048760500097753,0.0084455663613232,0.9999524471419322
176,353,curvNomAPO,R-4C15,ApogeeBoss,-4.0,15.0,68.276611703806,-78.83933894838799,0.5818636575810006,5.151017753943703e-05,-0.9999644007623524,0.0084376865722306,0.9999733041339132,0.0001131589029899,0.007306039595208,-0.0073067343051245,0.0084370849854832,0.9999377116754532
177,355,curvNomAPO,R-4C16,Boss,-4.0,16.0,91.034077845882,-78.838047380232,0.7759100268916006,5.6368213844951485e-05,-0.9999643812031038,0.0084399732060124,0.999952519266957,0.0001386071756612,0.0097437159090678,-0.0097445386904786,0.0084390232340357,0.9999169099743064
178,357,curvNomAPO,R-4C17,ApogeeBoss,-4.0,17.0,113.7899347895,-78.836059816516,1.0254009643324,5.418729391197029e-05,-0.999964372718114,0.0084409927263253,0.9999257992905246,0.0001570066940113,0.012180774281756,-0.0121816656062392,0.0084397063554802,0.9998901831599762
179,359,curvNomAPO,R-4C18,Fiducial,-4.0,18.0,136.542821973754,-78.83301493741399,1.3302748215125997,5.20060761308363e-05,-0.9999643982319802,0.0084379834037205,0.9998932355727872,0.0001752957011349,0.0146111850032564,-0.0146121439614543,0.0084363226568559,0.9998576467222118
180,361,curvNomAPO,R-4C19,ApogeeBoss,-4.0,19.0,159.294884446932,-78.83052173665999,1.6905395714668003,5.686151867601022e-05,-0.9999643666608324,0.0084416926838271,0.99985457009019,0.0002008149899508,0.0170528104165114,-0.0170538979863656,0.0084394953605234,0.9998189533518208
181,363,curvNomAPO,R-4C20,Boss,-4.0,20.0,182.043395962772,-78.827034095172,2.10612750478,5.468050790177036e-05,-0.9999643638974522,0.0084420344234058,0.9998100528317142,0.0002192023780609,0.0194887199929259,-0.019489876004923,0.0084393652297649,0.9997744354842404
182,365,curvNomAPO,R-4C21,ApogeeBoss,-4.0,21.0,204.785661883534,-78.821914058422,2.5770943083614,5.249856042527873e-05,-0.99996442880964,0.0084343558919342,0.9997600584359618,0.0002372374648729,0.0219036361024378,-0.021904857909238,0.0084311822300263,0.999724508235234
183,367,curvNomAPO,R-4C22,Boss,-4.0,22.0,227.531576614118,-78.81907886597199,3.1035510911074,5.0318256213445874e-05,-0.9999643339077128,0.0084456130965858,0.9997030155251214,0.0002561178729495,0.0243683227492933,-0.0243696166989073,0.0084418787091077,0.9996673729125148
184,369,curvNomAPO,R-4C23,ApogeeBoss,-4.0,23.0,250.269696123818,-78.81437993074199,3.6850281023446,5.5170716476131545e-05,-0.9999643211583304,0.0084470921950293,0.9996405786154228,0.0002816051337711,0.0268073550349829,-0.0268087773241345,0.0084425771484728,0.9996049281338488
185,371,curvNomAPO,R-3C1,ApogeeBoss,-3.0,1.0,-261.6442288949,-59.110359931444,3.8513326026026,-4.069051208721e-05,-0.9999798977308516,0.006340542443508,0.999606537849176,-0.000218521982034,-0.0280485603432221,0.0280493820514148,0.0063369063697571,0.9995864523812809
186,373,curvNomAPO,R-3C2,Boss,-3.0,2.0,-238.900526015874,-59.11234444716,3.2418749847156,-4.069311748083524e-05,-0.9999799805961624,0.0063274600724764,0.9996732999765404,-0.0002024061725214,-0.0255588017276711,0.0255595707726728,0.0063243528238009,0.999653295349581
187,375,curvNomAPO,R-3C3,ApogeeBoss,-3.0,3.0,-216.160622559272,-59.115785829914,2.6879524996747994,-4.0695529880959615e-05,-0.999979983967681,0.0063269272060264,0.9997325780227996,-0.0001869947303143,-0.0231243912970123,0.0231251115404954,0.0063242941872864,0.9997125749530572
188,377,curvNomAPO,R-3C4,Fiducial,-3.0,4.0,-193.420290019708,-59.119905798814,2.1892572768742,-4.069768001386104e-05,-0.999979942687758,0.0063334481830508,0.9997854488313936,-0.0001718768624015,-0.0207129612405608,0.0207136343674316,0.0063312463648731,0.9997654028174608
189,379,curvNomAPO,R-3C5,ApogeeBoss,-3.0,5.0,-170.671656199566,-59.122248779904,1.7459464191237997,-4.069961325631264e-05,-0.9999799634226524,0.0063301735183607,0.9998331172357668,-0.0001563344223736,-0.018267819742873,0.0182684433423103,0.0063283736283073,0.9998130903649288
190,381,curvNomAPO,R-3C6,Boss,-3.0,6.0,-147.92101295469,-59.124509504364,1.3579897224961996,-4.070129952569356e-05,-0.9999799724618608,0.0063287454191378,0.9998746971059532,-0.0001408793308933,-0.0158294106110167,0.015829985176312,0.0063273081314385,0.9998546778112944
191,383,curvNomAPO,R-3C7,ApogeeBoss,-3.0,7.0,-125.16899792998198,-59.126944314328,1.0254009643324,-4.070274779886066e-05,-0.9999799588709276,0.0063308924950656,0.999910217380202,-0.0001255311795443,-0.0133993067208683,0.0133998329080353,0.0063297787023496,0.9998901831599388
