id,site,holeID,id.1,positionerID,robotailID,wokID,apSpecID,bossSpecID,alphaArmLen,metX,metY,apX,apY,bossX,bossY,alphaOffset,betaOffset,dx,dy
22,APO,R-2C24,22,138,FTO232,flatNominal,232,232,7.395204671584429,14.341463794177496,0.0,14.98503988283147,0.3774543662810736,14.986596457640944,-0.362266091309626,0.41750971013245153,0.28721678979025267,0.10930321026725337,-0.16223146529948043
23,APO,R-4C12,23,140,FTO173,flatNominal,173,173,7.403667083078625,14.362307617454887,0.0,15.005883706108863,0.3774543662810872,15.01726226214084,-0.3580960534444393,0.919313263523747,0.12105867012664182,0.18054246521578016,-0.14331224797233388
24,APO,R-4C4,24,144,FTO165,flatNominal,165,165,7.414941038453551,14.351689440909846,0.0,14.99526552956382,0.377454366281077,14.99793967767034,-0.3761660682961451,0.0006280293997335525,0.07515601902689215,0.1827759538313281,-0.17604213803107918
25,APO,R-8C5,25,146,FTO84,flatNominal,84,84,7.407291095648221,14.342769188584608,0.0,14.987054169031856,0.3779312551712372,14.994844558007845,-0.3704531436685016,0.12591124902165987,-0.03839753426483609,0.229653269944571,-0.15897048543606143
26,APO,R-3C3,26,147,FTO187,flatNominal,187,187,7.412271346514997,14.33788605743232,0.0,14.994340204265347,0.3581928651965441,15.000939375436383,-0.393069429887139,-0.6977488943417132,0.4723165594682603,0.18154540337774122,-0.15704706074207622
27,APO,R-10C10,27,148,FTO54,flatNominal,54,54,7.4026347646382495,14.373218894530801,0.0,15.016794983184788,0.3774543662810767,15.011766804086978,-0.3748671120803774,-0.1149608346810481,0.009853420956170566,0.2608392055668053,-0.13587969225530813
28,APO,R-7C3,28,153,FTO101,flatNominal,101,101,7.387751749497525,14.333781836580705,0.0,14.977116419470194,0.3835558216322885,14.981634249148154,-0.3499951826748982,0.8072851982019823,-0.02366689973059936,0.1930865463239192,-0.11772523533412228
29,APO,R-11C15,29,155,FTO43,flatNominal,43,43,7.438081136605142,14.329865930628333,0.0,14.97344201928231,0.3774543662810699,14.98388471910605,-0.3651937555442713,0.6888351780048437,0.03055248569218195,0.1568440837724775,-0.12437302747009867
30,APO,R-8C14,30,159,FTO93,flatNominal,93,93,7.393861971657296,14.324959793437799,0.0,14.968535882091775,0.37745436628108,14.968249912249975,-0.3674795069791928,0.8116411980308879,0.030284099728316635,0.3159681423981764,-0.07337131850558881
31,APO,R+8C5,31,160,FTO371,flatNominal,371,371,7.383820556308836,14.392270408522682,0.0,15.032249533011973,0.3850275024702517,15.050589717776559,-0.3604850715643213,0.13605696295040975,0.34923605871317376,0.06531317529400596,-0.28851849995385004
32,APO,R-9C14,32,162,FTO75,flatNominal,75,75,7.398925833853755,14.26455026347337,0.0,14.901504979566978,0.3826956583897497,14.92391957139835,-0.3495920475521888,0.27632872357697624,-0.03398703516659796,0.21440037740976847,-0.18115250427505095
33,APO,R-6C5,33,167,FTO123,flatNominal,123,123,7.408724715107973,14.321028407802745,0.0,14.959247016833569,0.3766129540491914,14.97066681226578,-0.3624324896443618,0.259290496938741,1.2590364739621838,0.29653458151588336,-0.20991807185505543
34,APO,R-2C20,34,170,FTO228,flatNominal,228,228,7.448044752915412,14.363550168887954,0.0,15.00712625754193,0.3774543662810646,15.010246643172845,-0.3768396415680315,-0.09212614248266704,0.6284052053249686,0.07711179604335652,-0.4293311334549655
35,APO,R-12C7,35,171,FTO20,flatNominal,20,20,7.466499350305398,14.350928335815128,0.0,14.994504424469108,0.3774543662810755,14.992478242227254,-0.3623301504955244,0.5593311019750322,0.16931364782630112,0.18979139564960945,-0.07216580908683243
36,APO,R-4C3,36,177,FTO164,flatNominal,164,164,7.340760760381553,14.346625911301013,0.0,14.996870668645965,0.3796853880827007,15.006545727295247,-0.3566410409291896,-0.3726743632665468,-0.019586687561393694,0.21495491356000895,-0.16109815194401006
37,APO,R-4C8,37,179,FTO169,flatNominal,169,169,7.427095135821594,14.318500731762757,0.0,14.962076820416737,0.3774543662810879,14.96489723628149,-0.3666729370333769,-0.1580566729535177,0.23886256905828515,0.17058251778178757,-0.07959631590598025
38,APO,R-7C8,38,187,FTO106,flatNominal,106,106,7.391653929651934,14.325117337144116,0.0,14.968266129867084,0.3816563271668292,14.977361606130616,-0.3601133981796685,-0.13983147223723738,0.20821321684908953,0.1664739049443186,-0.1412072506517853
39,APO,R-1C2,39,188,FTO235,flatNominal,235,235,7.38395339786132,14.322778763676844,0.0,14.966354852330811,0.3774543662810783,14.971851971317271,-0.3774475697512901,-0.8695086353003235,0.693668297327063,0.18958808268612018,-0.17290941713600133
40,APO,R-5C5,40,189,FTO144,flatNominal,144,144,7.3576721120333275,14.280995441325038,0.0,14.939250188660989,0.3581718809754135,14.927796192276682,-0.3845008970534007,0.2896462762326005,0.2544312193741721,0.2548769820391404,-0.20076562761658287
41,APO,R+4C10,41,192,FTO458,flatNominal,458,458,7.349530321107623,14.325773363595012,0.0,14.96934945224899,0.3774543662810892,14.961516345745114,-0.3902385232897733,0.6733992157857519,-0.08507293001023207,0.131679992760306,-0.22436986685598756
42,APO,R-10C1,42,194,FTO45,flatNominal,45,45,7.389774164429669,14.30334924267547,0.0,14.951307196550847,0.3771768745585032,14.952902131029377,-0.3685417803085779,1.0411146951837689,-0.10282890145745785,0.13518411878670758,-0.007725278861071149
43,APO,R+10C9,43,199,FTO340,flatNominal,340,340,7.400586532590916,14.351383576700218,0.0,14.994959665354198,0.3774543662810738,14.999047257078908,-0.3727908360840389,0.3311346455193721,0.0979024576448442,-0.0016816086734543672,-0.2554786244244695
44,APO,R+7C19,44,200,FTO404,flatNominal,404,404,7.381684317461196,14.313863556861312,0.0,14.95743964551528,0.3774543662810563,14.957474700385223,-0.3711914877516893,-0.3735755838633898,-0.07185285848744255,0.1254911760586279,-0.18818332854044675
45,APO,R-12C1,45,546,FTO14,flatNominal,14,14,7.325839711053279,14.315617574254391,0.0,14.953619789793365,0.3906360887303099,14.973860822683573,-0.3419169434842856,-0.6337544278912297,0.7733534633362606,0.1010622221474745,-0.018759726531725165
46,APO,R-10C6,46,202,FTO50,flatNominal,50,50,7.374504957428222,14.381199512011756,0.0,15.024775600665757,0.3774543662810808,15.024463834452268,-0.36977286523529,0.1882874239220115,-0.09676141902471522,0.12511798349325673,-0.04364248729043082
47,APO,R-3C18,47,204,FTO202,flatNominal,202,202,7.431862532395296,14.346322745279691,0.0,14.992807717996039,0.3709570445767492,15.003434974702664,-0.3620075609363983,0.6691250142168123,4.492718191705115,0.21209810809303217,-0.05559224847079053
48,APO,R-7C5,48,208,FTO103,flatNominal,103,103,7.334721475028322,14.327303598150232,0.0,14.970812797781399,0.3761658916161248,14.985201511599945,-0.3680807056018778,0.9313989398170757,0.4896330047721457,0.28914599179727224,-0.18556777748784906
49,APO,R-11C5,49,214,FTO33,flatNominal,33,33,7.396505840196097,14.361494852196156,0.0,14.996762774286173,0.3979866170618106,15.016373932716007,-0.3395975334889055,-0.2727446523941546,0.6467783574519469,0.22107409625321783,-0.14303632803388217
50,APO,R-10C15,50,215,FTO59,flatNominal,59,59,7.366831356572248,14.268440577912854,0.0,14.905469307796562,0.3853340125757538,14.923388891530449,-0.3562439171621455,1.1202226200573644,0.06300012930407707,0.19302785474837894,-0.20231202754767877
51,APO,R-12C12,51,222,FTO25,flatNominal,25,25,7.449245789526991,14.323678181591127,0.0,14.967254270245096,0.3774543662810702,14.971686270204941,-0.3812341486753043,0.1512682282555537,0.056430186486042706,0.12752099650762977,-0.10041668015710584
52,APO,R+13C11,52,228,FTO297,flatNominal,297,297,7.373464996255688,14.355786533059689,0.0,14.990355641552231,0.3958093989819207,15.015263687979536,-0.3465039079060423,0.6775401667705072,-0.07390003939407741,0.19910655869560256,-0.3016817946278111
53,APO,R+4C4,53,233,FTO452,flatNominal,452,452,7.430121817706248,14.325130849783998,0.0,14.968706938437974,0.3774543662810761,14.975541885288237,-0.3554951845580106,0.864887976747853,-0.21047716843255887,0.2004231242583246,-0.2973015232118136
54,APO,R-5C3,54,238,FTO142,flatNominal,142,142,7.395452119517955,14.265527251193374,0.0,14.915319519415684,0.371055226589392,14.914025252869395,-0.3646520752117335,0.7047951395032486,0.30611993874944177,0.20133876754706448,-0.11982688562689961
55,APO,R-13C13,55,240,FTO12,flatNominal,12,12,7.415476304748235,14.290381027389556,0.0,14.936723598250374,0.3672169793026626,14.928709298691896,-0.3789885209391997,0.30433620679567885,-0.26601756037370194,-0.04445345633340778,-0.1855945900483147
56,APO,R-9C16,56,245,FTO77,flatNominal,77,77,7.377701496195642,14.33738449260714,0.0,14.98518235816515,0.3673503976846689,14.978501063496292,-0.3745636237974254,0.1075482803864696,0.3417755786302316,0.22592173218573142,-0.17579037379408016
57,APO,R-9C13,57,251,FTO74,flatNominal,74,74,7.460517780008553,14.310709726908584,0.0,14.96460714323084,0.3575621731160265,14.956620024668906,-0.3802208264053462,0.6440558590784115,-0.16642118869082856,0.2837082898345,-0.1329438785780084
58,APO,R-3C17,58,256,FTO201,flatNominal,201,201,7.403260525695175,14.310721289888859,0.0,14.954297378542835,0.377454366281081,14.950286629923502,-0.3713535237767317,1.8913696804308775,0.10313886821428861,0.21326387504544525,-0.13661051031819427
59,APO,R+3C9,59,260,FTO480,flatNominal,480,480,7.434194818700064,14.295147059396344,0.0,14.947829088525632,0.3745415016045802,14.94693381171352,-0.3547208830413057,0.7895444740858519,-0.147599834366455,0.12700616833294348,-0.445114413383735
60,APO,R+4C15,60,261,FTO463,flatNominal,463,463,7.422539639512406,14.357772881149092,0.0,15.00024526667874,0.3906070108462616,15.013961778328607,-0.3486877668843535,0.748798387718975,0.2431691323390474,0.07315181452865689,-0.16434106774100954
61,APO,R+10C3,61,264,FTO334,flatNominal,334,334,7.3772912009588865,14.293198270455203,0.0,14.9422692390021,0.3752501195740829,14.942942970442791,-0.3677316948899288,0.9270525905240625,0.031261757287451494,0.17672123019539118,-0.2605247825668889
62,APO,R-4C14,62,1271,FTO175,flatNominal,175,175,7.401081114234787,14.307105686169585,0.0,14.950681774823565,0.377454366281076,14.957041357788675,-0.3622253419050453,-0.010997779069872317,-0.049093206261110564,0.15859889258912296,-0.2213274878178129
63,APO,R-8C18,63,285,FTO97,flatNominal,97,97,7.3712439347654595,14.400005534584485,0.0,15.043581623238465,0.3774543662810767,15.053410129608183,-0.3547667969780948,0.15327032224611736,-0.1266433631652626,0.15795222352424965,-0.09622943038230448
64,APO,R-1C7,64,288,FTO240,flatNominal,240,240,7.409284242828495,14.33678593684837,0.0,14.969635350781633,0.394587864203848,15.000673145970552,-0.3486348295315634,0.8782136008208055,-0.033415572528899644,0.20965473420355685,-0.2172482347030126
65,APO,R-11C12,65,289,FTO40,flatNominal,40,40,7.384535975254025,14.32691090495017,0.0,14.982518614569809,0.3524294076353531,14.95875372611922,-0.3827712585826783,2.217764352222961,-0.32622748405710195,0.16888582626444001,-0.13010034837075746
66,APO,R-11C16,66,293,FTO44,flatNominal,44,44,7.413303183849272,14.282788520614666,0.0,14.929448447334252,0.3664947250550968,14.93325001913632,-0.3692382806346709,0.598688169026995,-0.11664758937812134,-0.008104188245113308,-0.23669687148389698
67,APO,R+3C13,67,296,FTO484,flatNominal,484,484,7.4853121834049015,14.33318722238816,0.0,15.00236487956926,0.3852836194750885,14.98647747820595,-0.3430531663110802,0.971308428491007,-0.15483643134697014,0.15550910525821376,-0.16925418584063973
68,APO,R-12C13,68,298,FTO26,flatNominal,26,26,7.353315540451294,14.286709428497902,0.0,14.930285517151876,0.3774543662810763,14.934831319863257,-0.3603523958413119,0.2884491941175937,0.028655647027762503,0.13963877540595987,-0.1456776095029096
69,APO,R-2C21,69,302,FTO229,flatNominal,229,229,7.409287748320041,14.317093198589594,0.0,14.971152657071162,0.362080215568329,14.960166453039887,-0.3788079047680684,1.1011953279078452,0.2876074473236333,0.18194508308659962,-0.06589674975353171
70,APO,R0C7,70,307,FTO266,flatNominal,266,266,7.38837837261176,14.32408871211969,0.0,14.976831400239524,0.3629021200001054,14.97078845764613,-0.3742310918493035,0.44946652372040913,-0.1383604562060068,0.18016803630973804,0.010753358852146946
71,APO,R+1C8,71,310,FTO528,flatNominal,528,528,7.356370626552967,14.323577798813872,0.0,14.967153887467848,0.3774543662810798,14.978887484445263,-0.3679082723296252,-0.084630675713635,-0.14363771439421333,0.21364601920904203,-0.26889884693246435
72,APO,R+11C6,72,322,FTO321,flatNominal,321,321,7.386535671570258,14.358744278552896,0.0,15.019723629755628,0.3707626709226208,15.013337356572249,-0.3681378895145334,0.43550964919009677,0.3428868303703045,0.12847654566914068,-0.2190174395405046
73,APO,R+6C4,73,325,FTO409,flatNominal,409,409,7.39425640849764,14.330446592551347,0.0,14.974022681205323,0.3774543662810815,14.978324115924684,-0.3778575603409122,-0.03286320954154244,0.1686919817802277,0.13072181898957208,-0.17119358469889875
74,APO,R+12C2,74,333,FTO302,flatNominal,302,302,7.409305522343686,14.328617240584695,0.0,14.98278057378333,0.369535351912094,14.975690951219217,-0.3673763930736077,0.6749174754923799,-0.0964589814094495,0.3027335001997893,-0.18576415022338272
75,APO,R+11C1,75,343,FTO316,flatNominal,316,316,7.369081524744169,14.302541828859828,0.0,14.943157776216967,0.3721874895812571,14.953838545163704,-0.3567683035469075,-0.8548151341198925,-0.25286734458065685,0.24183607352143724,-0.17627154122183009
76,APO,R+13C14,76,361,FTO300,flatNominal,300,300,7.3712927271013795,14.313862965801311,0.0,14.96852360006521,0.3636341681799329,14.956708480920417,-0.372100090410012,0.9507378094275151,-0.11340317418258676,0.10079187167748643,-0.2144462318445378
77,APO,R+12C4,77,372,FTO304,flatNominal,304,304,7.409082336746572,14.327378986459575,0.0,14.970955075113535,0.3774543662810777,14.982915470647308,-0.3580671790855614,0.8426534060186863,-0.035029869079769474,0.13513031724400126,-0.21389978271196464
78,APO,R-8C13,78,373,FTO92,flatNominal,92,92,7.366475242026444,14.318366410191022,0.0,14.961942498845007,0.3774543662810772,14.955665914414661,-0.3632283794264561,1.1049029828065258,-0.10551430282356415,0.18142485084346816,-0.11498505012133065
79,APO,R+2C25,79,375,FTO520,flatNominal,520,520,7.413066064636451,14.323945155222157,0.0,14.97395609013054,0.3645636612134704,14.964843479102356,-0.3716616783783069,1.067038125402743,0.6275930305962457,0.16023309684998036,-0.3818606372140719
80,APO,R-1C10,80,380,FTO243,flatNominal,243,243,7.40829596458862,14.327460715982252,0.0,14.971036804636231,0.3774543662810736,14.981334061070136,-0.3836861915793209,1.6350574675044538,0.23632102704869742,0.21315385687024227,-0.11251248955449153
81,APO,R+6C1,81,383,FTO406,flatNominal,406,406,7.379976542985553,14.336617743288674,0.0,14.980678180883189,0.38389968377698,14.99662222543045,-0.3406678373237846,0.3177874670428853,0.05259438187083444,0.22437057202922975,-0.14130678060977056
82,APO,R-4C2,82,386,FTO163,flatNominal,163,163,7.422321292619596,14.291727030158567,0.0,14.935303118812543,0.3774543662810798,14.948435573094148,-0.3722230529010252,-0.19009930928809982,0.030234689536832848,0.1941702482091791,-0.1385785479018597
83,APO,R-1C26,83,394,FTO259,flatNominal,259,259,7.381369180454765,14.318336142146157,0.0,14.979223477546345,0.3676089923767471,14.969915654180497,-0.3752020788341534,1.047487307625783,0.19034315185706718,0.11596319755583248,-0.22838318382315556
84,APO,R+11C2,84,396,FTO317,flatNominal,317,317,7.41525930851123,14.313015407922396,0.0,14.956591496576367,0.3774543662810831,14.95854930516687,-0.3687223684136891,1.1937794669239976,-0.0860347396715752,0.19679136539664283,-0.24542719417016454
85,APO,R+12C13,85,402,FTO313,flatNominal,313,313,7.393287789735844,14.303423781253581,0.0,14.946999869907557,0.3774543662810762,14.945097365538897,-0.378259039500975,0.27709614801404636,-0.10960713398295584,0.0792536932662685,-0.22079816722280965
86,APO,R+9C6,86,409,FTO354,flatNominal,354,354,7.40908658328563,14.325662043398712,0.0,14.986114487851646,0.3774949538399766,14.98318685420488,-0.3672248226087446,0.30708971032837284,0.10308124359807094,0.08997537460451188,-0.2209216224101433
87,APO,R-2C2,87,410,FTO210,flatNominal,210,210,7.399889819192575,14.330914807047622,0.0,14.974490895701598,0.3774543662810877,14.982581411098042,-0.3766814797087281,0.7546357006819341,0.41772949314926305,0.19921495169529377,-0.11098472930529668
88,APO,R-2C4,88,415,FTO212,flatNominal,212,212,7.425170294756606,14.377006084925048,0.0,15.020582173579024,0.377454366281121,15.041274232924327,-0.3598623127384049,-0.6881818549329884,0.14885079153668943,0.198848944535925,-0.17852988475490106
89,APO,R+13C12,89,417,FTO298,flatNominal,298,298,7.401064761959303,14.33973971309324,0.0,14.983527385507887,0.3837131456724175,14.984749528938123,-0.3632983806712809,1.0599743194955187,-0.15771577208649187,0.2786732241545102,-0.26451210367377664
90,APO,R+8C8,90,422,FTO374,flatNominal,374,374,7.396164154407763,14.39180513141528,0.0,15.03538122006926,0.3774543662810762,15.034401872950898,-0.3791837611541585,0.5046856046916204,0.7952455792340668,0.2546164700539996,-0.18785146910885756
91,APO,R-11C2,91,423,FTO30,flatNominal,30,30,7.398743812619503,14.380337572898565,0.0,15.023913661552525,0.3774543662810721,14.966771106133008,-0.463945123249756,-0.2248872784963841,0.6572069703230041,0.22622039625030965,-0.06817491116539905
92,APO,R-10C2,92,425,FTO46,flatNominal,46,46,7.458071627694161,14.343188896469071,0.0,14.986764985123054,0.3774543662810761,14.997125146488882,-0.34721791080761,-0.034588874015554646,-0.093178787667287,0.16998455508838478,-0.0768022841845668
93,APO,R+11C15,93,432,FTO330,flatNominal,330,330,7.386755254359074,14.354829836145685,0.0,14.998405924799664,0.3774543662810729,15.01685779767116,-0.3456693302833507,-0.7372977851701031,0.7241481476494861,0.10621147942042165,-0.23407897198172947
94,APO,R+4C3,94,436,FTO451,flatNominal,451,451,7.451463489410914,14.323884882899232,0.0,14.969509155778093,0.3628504541888534,14.967114453846873,-0.373424210398983,-0.3273594596923211,0.3252074146343293,0.17379394853633187,-0.2367025672097388
95,APO,R+8C4,95,440,FTO370,flatNominal,370,370,7.414120895656306,14.319251258079879,0.0,14.962827346733848,0.3774543662810777,14.952629366428962,-0.3971586125077992,0.26426734128694845,0.36641908261543954,0.1277505462561139,-0.11310353070507877
96,APO,R+7C8,96,448,FTO393,flatNominal,393,393,7.422519742622045,14.327556268206191,0.0,14.995522843233642,0.3394865627639394,14.965713075494069,-0.399407518837182,0.7630854991442102,0.04997352350118005,0.21530530901591205,-0.30852925590655084
97,APO,R+2C17,97,450,FTO512,flatNominal,512,512,7.385173837174623,14.347690411753524,0.0,14.990165185101656,0.3940332711281525,15.007555150964867,-0.3542113352981382,-0.07004711867389779,0.3939410181269657,0.0913810004575669,-0.14146749539045908
98,APO,R+12C9,98,452,FTO309,flatNominal,309,309,7.478392992829117,14.31104087556331,0.0,14.954616964217296,0.3774543662810656,14.967367238699488,-0.3586087263898783,1.2596337478730517,-0.047603874540182334,0.1070820606953481,-0.2131321025166026
99,APO,R-2C17,99,455,FTO225,flatNominal,225,225,7.401870199739762,14.332437453208764,0.0,14.970318765908784,0.3842314861490515,15.000461553726703,-0.352292852851548,-0.4687408668799189,3.8920748790534154,0.1641433084656939,-0.14431706173900433
100,APO,R+4C20,100,1395,FTO468,flatNominal,468,468,7.378978196303163,14.321103076350193,0.0,14.964679165004167,0.3774543662810785,14.971765219541227,-0.3774084107047651,-0.5146445932558293,0.2438318144802881,0.08452246851202164,-0.12657714812595908
101,APO,R+5C5,101,466,FTO431,flatNominal,431,431,7.433943247667276,14.306763903619503,0.0,14.968087600575247,0.3561008223522913,14.947024672953198,-0.388567077370585,0.41357069533420343,0.35992758036486894,0.1730501129560428,-0.20671781091128116
102,APO,R+1C6,102,469,FTO526,flatNominal,526,526,7.3817197645221855,14.328770245144597,0.0,14.972346333798571,0.3774543662810803,14.971711044126357,-0.3744904344383353,0.2785469596824694,1.2096189001702489,0.11937969892914026,-0.2200414397010562
103,APO,R+5C16,103,704,FTO442,flatNominal,442,442,7.32253118676089,14.332945656071164,0.0,14.962218712404173,0.3973623662817962,14.988456699305527,-0.3419781093460498,-0.6191368134616416,-0.37704183216137377,0.056923996668723054,-0.25612612458177403
104,APO,R-8C2,104,368,FTO81,flatNominal,81,81,7.395713778661274,14.341905985714043,0.0,14.985482074368019,0.3774543662810724,14.93478613609389,-0.4613215314614666,-0.36610988389991794,-0.293777692210099,0.21919285960506818,-0.09601012507980643
105,APO,R+7C10,105,481,FTO395,flatNominal,395,395,7.445074573076115,14.369109645959345,0.0,15.015789613173132,0.3960946599271806,15.02789736291224,-0.3451492709792367,0.955279978471226,0.8397564687839372,0.13486422208869864,-0.2156160478184241
106,APO,R+13C1,106,483,FTO287,flatNominal,287,287,7.432969755444315,14.364343712295012,0.0,15.039432645437687,0.3457568934848882,14.98483098274326,-0.3977510832586501,0.07072879767485399,0.7995128379859585,0.23704135900330486,-0.2926089263695786
107,APO,R+13C8,107,488,FTO294,flatNominal,294,294,7.377316818481819,14.312268061711492,0.0,14.972563854636226,0.3626223450132517,14.96336457956409,-0.3746060489907969,1.1408298358445548,0.1673879511968914,0.14822649167932267,-0.27423348671518316
108,APO,R-5C2,108,489,FTO141,flatNominal,141,141,7.374500388762063,14.312688642931763,0.0,14.95626473158573,0.3774543662811018,14.965805097340358,-0.3578428656040384,-0.6203391287130078,0.32306347212158976,0.19630219451603756,-0.16584986521542538
109,APO,R+8C15,109,493,FTO381,flatNominal,381,381,7.3832814209554565,14.338312211236417,0.0,14.986875624557682,0.3731588445015993,14.984438571571289,-0.3712869496504605,-0.0685341142739257,-0.020136060135589332,0.005929148115562116,-0.11874062531125935
110,APO,R+5C10,110,495,FTO436,flatNominal,436,436,7.428067817323875,14.311278035517791,0.0,14.959617268773187,0.3701138512104604,14.952719067016606,-0.3821331415358682,-0.3414638208291571,-0.002207129866056226,0.15163622136941773,-0.24894059714393577
111,APO,R+6C19,111,501,FTO424,flatNominal,424,424,7.402888443597225,14.312343254622627,0.0,14.967238990558027,0.3565621331791488,14.956536276127727,-0.3837873648392932,-0.04066540172472952,-0.09106206441076764,0.07985022001008686,-0.15097165766317322
