,site,holeID,Sextant,CAN,Device,deviceID,ofaID,Row,Column,apogeeST,bossST,metST,BOSSFiber,APOGEETrib,MTPFiber,LongLinkMTP,Comments,positionerID,APOGEEFiber
469,LCO,R-3C6,6,1,Positioner,P1210,11490,R-3,C6,8B,8B,8B,475,,,,,1210,
470,LCO,R-3C7,6,1,Positioner,P0060,11488,R-3,C7,8C,8C,8C,476,C11224003,D2,10,,60,290
471,LCO,R-3C8,6,1,Positioner,P0158,11446,R-3,C8,8D,8D,8D,477,,,,,158,
472,LCO,R-3C9,6,1,Positioner,P0059,11447,R-3,C9,8E,8E,8E,478,C11224003,D3,10,,59,291
473,LCO,R-4C8,6,1,Positioner,P1227,11366,R-4,C8,9A,9A,9A,479,,,,,1227,
474,LCO,R-4C9,6,1,Positioner,P1379,11443,R-4,C9,9B,9B,9B,480,C11224003,D4,10,,1379,292
475,LCO,R-5C8,6,1,Positioner,P1048,11521,R-5,C8,9C,9C,9C,481,,,,,1048,
476,LCO,R-5C7,6,1,Positioner,P1262,11440,R-5,C7,9D,9D,9D,482,C11224003,D5,10,,1262,293
477,LCO,R-6C6,6,1,Positioner,P0774,11506,R-6,C6,9E,9E,9E,483,,,,,774,
478,LCO,R-2C11,6,2,Positioner,P0316,11421,R-2,C11,12B,12B,12B,495,C11224003,E5,10,,316,299
479,LCO,R-2C9,6,2,Positioner,P0559,11388,R-2,C9,12D,12D,12D,496,C11224003,E6,10,,559,300
480,LCO,R-2C8,6,2,Positioner,P0961,11407,R-2,C8,12E,12E,12E,497,,,,,961,
481,LCO,R-3C3,6,2,Positioner,P0165,11466,R-3,C3,13A,13A,13A,498,C11141018,A1,9,,165,241
482,LCO,R-4C3,6,2,Positioner,P0617,11360,R-4,C3,13B,13B,13B,499,C11141018,A2,9,,617,242
483,LCO,R-5C3,6,2,Positioner,P0435,11361,R-5,C3,13C,13C,13C,500,C11141018,A3,9,,435,243
484,LCO,R-6C3,6,2,Positioner,P0439,11492,R-6,C3,13D,13D,13D,501,C11141018,A4,9,,439,244
485,LCO,R-7C3,6,2,Positioner,P0889,11487,R-7,C3,13E,13E,13E,502,C11141018,A5,9,,889,245
486,LCO,R-7C6,6,2,Positioner,P1030,11429,R-7,C6,14A,14A,14A,504,,,,,1030,
487,LCO,R-6C7,6,2,Positioner,P1275,11359,R-6,C7,14B,14B,14B,505,C11141018,A6,9,,1275,246
488,LCO,R-8C3,6,2,Positioner,P1255,11474,R-8,C3,6A,6A,6A,463,C11224003,B6,10,,1255,282
489,LCO,R-9C3,6,2,Positioner,P1238,11283,R-9,C3,6B,6B,6B,464,C11224003,C1,10,,1238,283
490,LCO,R-10C3,6,2,Positioner,P1248,11473,R-10,C3,6C,6C,6C,465,C11224003,C2,10,,1248,284
491,LCO,R-9C4,6,2,Positioner,P0782,11266,R-9,C4,6D,6D,6D,466,,,,,782,
492,LCO,R-8C5,6,2,Positioner,P0752,11428,R-8,C5,6E,6E,6E,468,C11224003,C3,10,,752,285
493,LCO,R-2C7,6,2,Positioner,P1237,11444,R-2,C7,7A,7A,7A,469,C11224003,C4,10,,1237,286
494,LCO,R-2C6,6,2,Positioner,P1401,11442,R-2,C6,7B,7B,7B,470,,,,,1401,
495,LCO,R-2C5,6,2,Positioner,P0913,11479,R-2,C5,7C,7C,7C,471,C11224003,C5,10,,913,287
496,LCO,R-2C4,6,2,Positioner,P0441,11398,R-2,C4,7D,7D,7D,472,,,,,441,
497,LCO,R-2C3,6,2,Positioner,P1205,11467,R-2,C3,7E,7E,7E,473,C11224003,C6,10,,1205,288
498,LCO,R-1C12,6,3,Positioner,P0551,11364,R-1,C12,14C,14C,14C,507,,,,,551,
499,LCO,R-1C11,6,3,Positioner,P1146,11307,R-1,C11,14D,14D,14D,508,C11141018,B1,9,,1146,247
500,LCO,R-1C10,6,3,Positioner,P0621,11526,R-1,C10,14E,14E,14E,509,,,,,621,
501,LCO,R-1C4,6,3,Positioner,P0606,10918,R-1,C4,15A,15A,15A,510,,,,,606,
502,LCO,R-1C3,6,3,Positioner,P1123,11083,R-1,C3,15B,15B,15B,511,C11141018,B2,9,,1123,248
503,LCO,R-1C2,6,3,Positioner,P0127,11115,R-1,C2,15C,15C,15C,512,,,,,127,
504,LCO,R-2C2,6,3,Positioner,P0574,11426,R-2,C2,15D,15D,15D,513,,,,,574,
505,LCO,R-3C2,6,3,Positioner,P1386,11431,R-3,C2,15E,15E,15E,514,,,,,1386,
506,LCO,R-10C2,6,3,Positioner,P0313,11430,R-10,C2,16A,16A,16A,515,,,,,313,
507,LCO,R-11C2,6,3,Positioner,P0603,10691,R-11,C2,16B,16B,16B,516,,,,,603,
508,LCO,R-12C1,6,3,Positioner,P0555,11285,R-12,C1,16C,16C,16C,517,C11141018,B3,9,,555,249
509,LCO,R-6C2,6,3,Fiducial,FTO-201708,201708,R-6,C2,19DA,19DA,19DA,,,,,,0,
510,LCO,R-4C2,6,3,Positioner,P0300,11373,R-4,C2,4A,4A,4A,453,,,,,300,
511,LCO,R-5C2,6,3,Positioner,P0418,11372,R-5,C2,4B,4B,4B,454,,,,,418,
512,LCO,R-7C2,6,3,Positioner,P0775,11139,R-7,C2,4C,4C,4C,455,,,,,775,
513,LCO,R-8C2,6,3,Positioner,P0966,11191,R-8,C2,4D,4D,4D,456,,,,,966,
514,LCO,R-9C2,6,3,Positioner,P0267,11189,R-9,C2,4E,4E,4E,457,,,,,267,
515,LCO,R-1C9,6,3,Positioner,P0281,11455,R-1,C9,5A,5A,5A,458,C11224003,B3,10,,281,279
516,LCO,R-1C8,6,3,Positioner,P0882,11457,R-1,C8,5B,5B,5B,459,,,,,882,
517,LCO,R-1C7,6,3,Positioner,P0657,11462,R-1,C7,5C,5C,5C,460,C11224003,B4,10,,657,280
518,LCO,R-1C6,6,3,Positioner,P1097,11461,R-1,C6,5D,5D,5D,461,,,,,1097,
519,LCO,R-1C5,6,3,Positioner,P0284,11449,R-1,C5,5E,5E,5E,462,C11224003,B5,10,,284,281
520,LCO,R0C13,6,4,Positioner,P0197,11477,R0,C13,16D,16D,16D,518,C11141018,B4,9,,197,250
521,LCO,R0C11,6,4,Positioner,P0351,11508,R0,C11,16E,16E,16E,519,C11141018,B5,9,,351,251
522,LCO,R0C3,6,4,Positioner,P0703,11454,R0,C3,17A,17A,17A,521,C11141018,B6,9,,703,252
523,LCO,R0C2,6,4,Positioner,P1206,10631,R0,C2,17B,17B,17B,522,C11141018,C1,9,,1206,253
524,LCO,R0C1,6,4,Positioner,P1268,10652,R0,C1,17C,17C,17C,524,C11141018,C2,9,,1268,254
525,LCO,R-1C1,6,4,Positioner,P0013,11095,R-1,C1,17D,17D,17D,525,C11141018,C3,9,,13,255
526,LCO,R-2C1,6,4,Positioner,P0027,184,R-2,C1,17E,17E,17E,526,C11141018,C4,9,,27,256
527,LCO,R-8C1,6,4,Positioner,P0682,470,R-8,C1,18A,18A,18A,527,C11141018,C5,9,,682,257
528,LCO,R-9C1,6,4,Positioner,P0089,11559,R-9,C1,18B,18B,18B,352,C11141018,C6,9,,89,258
529,LCO,R-10C1,6,4,Positioner,P0145,11626,R-10,C1,18C,18C,18C,353,C11141018,D1,9,,145,259
530,LCO,R-11C1,6,4,Positioner,P0266,10985,R-11,C1,18D,18D,18D,354,C11141018,D2,9,,266,260
531,LCO,R0C12,6,4,Fiducial,FTO-201417,201417,R0,C12,19EA,19EA,19EA,,,,,,0,
532,LCO,R0C8,6,4,Fiducial,FTO-201153,201153,R0,C8,1AA,1AA,1AA,,,,,,0,
533,LCO,R0C4,6,4,Fiducial,FTO-201754,201754,R0,C4,1BA,1BA,1BA,,,,,,0,
534,LCO,R-3C1,6,4,Positioner,P0595,11515,R-3,C1,2A,2A,2A,443,C11224003,A1,10,,595,271
535,LCO,R-4C1,6,4,Positioner,P0166,292,R-4,C1,2B,2B,2B,444,C11224003,A2,10,,166,272
536,LCO,R-5C1,6,4,Positioner,P0172,11034,R-5,C1,2C,2C,2C,445,C11224003,A3,10,,172,273
537,LCO,R-6C1,6,4,Positioner,P0632,11002,R-6,C1,2D,2D,2D,446,C11224003,A4,10,,632,274
538,LCO,R-7C1,6,4,Positioner,P0666,10829,R-7,C1,2E,2E,2E,447,C11224003,A5,10,,666,275
539,LCO,R0C10,6,4,Positioner,P0833,11519,R0,C10,3A,3A,3A,448,,,,,833,
540,LCO,R0C9,6,4,Positioner,P1319,10644,R0,C9,3B,3B,3B,449,C11224003,A6,10,,1319,276
541,LCO,R0C7,6,4,Positioner,P0763,10561,R0,C7,3C,3C,3C,450,C11224003,B1,10,,763,277
542,LCO,R0C6,6,4,Positioner,P0797,11483,R0,C6,3D,3D,3D,451,,,,,797,
543,LCO,R0C5,6,4,Positioner,P1257,11453,R0,C5,3E,3E,3E,452,C11224003,B2,10,,1257,278
