,site,holeID,Sextant,CAN,Device,deviceID,ofaID,Row,Column,apogeeST,bossST,metST,BOSSFiber,APOGEETrib,MTPFiber,LongLinkMTP,Comments,positionerID,APOGEEFiber
230,LCO,R+1C25,3,3,Positioner,P0542,11370,R+1,C25,15C,15C,15C,192,,,,,542,
231,LCO,R+2C24,3,3,Positioner,P0834,11389,R+2,C24,15D,15D,15D,193,,,,,834,
232,LCO,R+3C23,3,3,Positioner,P0850,11542,R+3,C23,15E,15E,15E,194,,,,,850,
233,LCO,R+10C16,3,3,Positioner,P0810,10604,R+10,C16,16A,16A,16A,185,,,,,810,
234,LCO,R+11C15,3,3,Positioner,P0947,11342,R+11,C15,16B,16B,16B,186,,,,,947,
235,LCO,R+12C15,3,3,Positioner,P0662,11330,R+12,C15,16C,16C,16C,187,C201650001,D1,4,,662,109
236,LCO,R+6C20,3,3,Fiducial,FTO-201172,201172,R+6,C20,19DA,19DA,19DA,,,,,,0,
237,LCO,R+4C22,3,3,Positioner,P0777,11459,R+4,C22,4A,4A,4A,246,,,,,777,
238,LCO,R+5C21,3,3,Positioner,P1399,11352,R+5,C21,4B,4B,4B,247,,,,,1399,
239,LCO,R+7C19,3,3,Positioner,P0453,11334,R+7,C19,4C,4C,4C,249,,,,,453,
240,LCO,R+8C18,3,3,Positioner,P1027,11598,R+8,C18,4D,4D,4D,250,,,,,1027,
241,LCO,R+9C17,3,3,Positioner,P1079,11082,R+9,C17,4E,4E,4E,251,,,,,1079,
242,LCO,R+1C18,3,3,Positioner,P0491,10615,R+1,C18,5A,5A,5A,240,C11141001,D1,3,,491,79
243,LCO,R+1C19,3,3,Positioner,P0949,10782,R+1,C19,5B,5B,5B,241,,,,,949,
244,LCO,R+1C20,3,3,Positioner,P0570,11563,R+1,C20,5C,5C,5C,242,C11141001,D2,3,,570,80
245,LCO,R+1C21,3,3,Positioner,P0853,11560,R+1,C21,5D,5D,5D,243,,,,,853,
246,LCO,R+1C22,3,3,Positioner,P0502,10582,R+1,C22,5E,5E,5E,245,C11141001,D3,3,,502,81
247,LCO,R0C15,3,4,Positioner,P1133,309,R0,C15,16D,16D,16D,188,C201650001,D2,4,,1133,110
248,LCO,R0C17,3,4,Positioner,P1218,259,R0,C17,16E,16E,16E,189,C201650001,D3,4,,1218,111
249,LCO,R0C25,3,4,Positioner,P1239,359,R0,C25,17A,17A,17A,179,C201650001,C3,4,,1239,105
250,LCO,R0C26,3,4,Positioner,P1008,10925,R0,C26,17B,17B,17B,180,C201650001,C4,4,,1008,106
251,LCO,R0C27,3,4,Positioner,P0731,10981,R0,C27,17C,17C,18E,182,,,,"APOGEE to 18E, swap with FPICalib1",731,
252,LCO,,3,4,Calibration,FPICalib1,,,,17C,,,,C11141001,D4,3,Swap with P0731 robotail APOGEE,0,82
253,LCO,R+1C26,3,4,Positioner,P0111,11375,R+1,C26,17D,17D,17D,183,C201650001,C5,4,,111,107
254,LCO,R+2C25,3,4,Positioner,P0513,11424,R+2,C25,17E,17E,17E,184,C201650001,C6,4,,513,108
255,LCO,R+8C19,3,4,Positioner,P0937,11321,R+8,C19,18A,18A,18A,175,C201650001,B5,4,,937,101
256,LCO,R+9C18,3,4,Positioner,P1298,11432,R+9,C18,18B,18B,18B,176,C201650001,B6,4,,1298,102
257,LCO,R+10C17,3,4,Positioner,P0579,10974,R+10,C17,18C,18C,18C,177,C201650001,C1,4,,579,103
258,LCO,R+11C16,3,4,Positioner,P1233,11088,R+11,C16,18D,18D,18D,178,C201650001,C2,4,,1233,104
259,LCO,R0C16,3,4,Fiducial,FTO-201413,201413,R0,C16,19EA,19EA,19EA,,,,,,0,
260,LCO,R0C20,3,4,Fiducial,FTO-201774,201774,R0,C20,1AA,1AA,1AA,,,,,,0,
261,LCO,R0C24,3,4,Fiducial,FTO-201170,201170,R0,C24,1BA,1BA,1BA,,,,,,0,
262,LCO,R+3C24,3,4,Positioner,P1283,11405,R+3,C24,2A,2A,2A,258,C11141001,E1,3,,1283,85
263,LCO,R+4C23,3,4,Positioner,P0193,11404,R+4,C23,2B,2B,2B,259,C11141001,E2,3,,193,86
264,LCO,R+5C22,3,4,Positioner,P0876,308,R+5,C22,2C,2C,2C,260,C11141001,E3,3,,876,87
265,LCO,R+6C21,3,4,Positioner,P1088,264,R+6,C21,2D,2D,2D,262,C11141001,E4,3,,1088,88
266,LCO,R+7C20,3,4,Positioner,P0801,11378,R+7,C20,2E,2E,2E,263,C11141001,E5,3,,801,89
267,LCO,R0C18,3,4,Positioner,P1191,11319,R0,C18,3A,3A,3A,252,,,,,1191,
268,LCO,R0C19,3,4,Positioner,P0629,11320,R0,C19,3B,3B,3B,253,C11141001,E6,3,,629,90
269,LCO,R0C21,3,4,Positioner,P0968,11580,R0,C21,3C,3C,3C,254,C11141001,D5,3,,968,83
270,LCO,R0C22,3,4,Positioner,P0879,10774,R0,C22,3D,3D,3D,255,,,,,879,
271,LCO,R0C23,3,4,Positioner,P0527,11374,R0,C23,3E,3E,3E,257,C11141001,D6,3,,527,84
272,LCO,R-3C19,4,1,Positioner,P0958,10583,R-3,C19,10A,10A,10A,305,,,,broken BOSS tributary fiber,958,
273,LCO,R-3C20,4,1,Positioner,P0844,361,R-3,C20,10B,10B,10B,306,C11141008,A4,8,,844,214
274,LCO,R-4C19,4,1,Positioner,P1124,11058,R-4,C19,10C,10C,10C,307,C11141008,A5,8,,1124,215
275,LCO,R-5C18,4,1,Positioner,P0151,11448,R-5,C18,10D,10D,10D,308,C11141008,A6,8,,151,216
276,LCO,R-3C18,4,1,Positioner,P0929,481,R-3,C18,10E,10E,10E,309,C11141008,B1,8,,929,217
277,LCO,R-2C21,4,1,Positioner,P1209,10978,R-2,C21,11A,11A,11A,310,C11141008,B2,8,,1209,218
278,LCO,R-2C22,4,1,Positioner,P1082,10846,R-2,C22,11B,11B,11B,311,,,,,1082,
279,LCO,R-4C20,4,1,Positioner,P0722,10981,R-4,C20,11C,11C,11C,312,,,,,722,
280,LCO,R-5C19,4,1,Positioner,P0803,11437,R-5,C19,11D,11D,11D,313,,,,,803,
281,LCO,R-6C18,4,1,Positioner,P0759,10675,R-6,C18,11E,11E,11E,314,,,,,759,
282,LCO,R-1C17,4,1,Positioner,P0173,11591,R-1,C17,12A,12A,12A,315,,,,,173,
283,LCO,R-4C18,4,1,Fiducial,FTO-201779,201779,R-4,C18,19AA,19AA,19AA,,,,,,0,
284,LCO,R-3C21,4,1,Fiducial,FTO-201146,201146,R-3,C21,19BA,19BA,19BA,,,,,,0,
285,LCO,R-7C17,4,1,Fiducial,FTO-201704,201704,R-7,C17,19CA,19CA,19CA,,,,,,0,
286,LCO,R-6C17,4,1,Positioner,P1084,346,R-6,C17,8A,8A,8A,295,C201650006,E5,7,,1084,209
287,LCO,R-5C17,4,1,Positioner,P1072,10646,R-5,C17,8B,8B,8B,296,,,,,1072,
288,LCO,R-4C17,4,1,Positioner,P1134,10853,R-4,C17,8C,8C,8C,297,C201650006,E6,7,,1134,210
289,LCO,R-3C17,4,1,Positioner,P0892,472,R-3,C17,8D,8D,8D,298,,,,,892,
290,LCO,R-2C17,4,1,Positioner,P1216,11078,R-2,C17,8E,8E,8E,300,C11141008,A1,8,,1216,211
291,LCO,R-2C18,4,1,Positioner,P0642,10598,R-2,C18,9A,9A,9A,299,,,,,642,
292,LCO,R-1C18,4,1,Positioner,P0821,10600,R-1,C18,9B,9B,9B,301,C11141008,A2,8,,821,212
293,LCO,R-1C19,4,1,Positioner,P0955,10641,R-1,C19,9C,9C,9C,302,,,,,955,
294,LCO,R-2C19,4,1,Positioner,P0651,527,R-2,C19,9D,9D,9D,303,C11141008,E6,8,,651,240
295,LCO,R-2C20,4,1,Positioner,P0992,10553,R-2,C20,9E,9E,9E,304,,,,,992,
296,LCO,R-1C16,4,2,Positioner,P0823,485,R-1,C16,12B,12B,12B,316,C11141008,B3,8,,823,219
297,LCO,R-3C16,4,2,Positioner,P0636,10626,R-3,C16,12D,12D,12D,317,C11141008,B4,8,,636,220
298,LCO,R-4C16,4,2,Positioner,P0702,10899,R-4,C16,12E,12E,12E,318,,,,,702,
299,LCO,R-8C17,4,2,Positioner,P1173,342,R-8,C17,13A,13A,13A,319,C11141008,B5,8,,1173,221
300,LCO,R-7C18,4,2,Positioner,P0133,10640,R-7,C18,13B,13B,13B,320,C11141008,B6,8,,133,222
301,LCO,R-6C19,4,2,Positioner,P0156,10684,R-6,C19,13C,13C,13C,321,C11141008,C1,8,,156,223
302,LCO,R-5C20,4,2,Positioner,P0586,320,R-5,C20,13D,13D,13D,322,C11141008,C2,8,,586,224
303,LCO,R-4C21,4,2,Positioner,P0050,133,R-4,C21,13E,13E,13E,323,C11141008,C3,8,,50,225
304,LCO,R-1C21,4,2,Positioner,P0303,421,R-1,C21,14A,14A,14A,324,,,,,303,
305,LCO,R-1C20,4,2,Positioner,P0061,148,R-1,C20,14B,14B,14B,325,C11141008,C4,8,,61,226
306,LCO,R-1C15,4,2,Positioner,P0472,10674,R-1,C15,14C,14C,14C,326,,,,,472,
307,LCO,R-3C22,4,2,Positioner,P1377,10809,R-3,C22,6A,6A,6A,285,C201650006,D4,7,,1377,202
308,LCO,R-2C23,4,2,Positioner,P0105,442,R-2,C23,6B,6B,6B,286,C201650006,D5,7,,105,203
309,LCO,R-1C24,4,2,Positioner,P0406,10764,R-1,C24,6C,6C,6C,287,C201650006,D6,7,,406,204
310,LCO,R-1C23,4,2,Positioner,P0978,11328,R-1,C23,6D,6D,6D,288,,,,,978,
311,LCO,R-1C22,4,2,Positioner,P0593,10649,R-1,C22,6E,6E,6E,289,C201650006,E1,7,,593,205
312,LCO,R-5C16,4,2,Positioner,P1139,10690,R-5,C16,7A,7A,7A,290,C201650006,E2,7,,1139,206
313,LCO,R-6C16,4,2,Positioner,P1122,10585,R-6,C16,7B,7B,7B,291,,,,,1122,
314,LCO,R-7C16,4,2,Positioner,P0628,10889,R-7,C16,7C,7C,7C,292,C201650006,E3,7,,628,207
315,LCO,R-8C16,4,2,Positioner,P1120,526,R-8,C16,7D,7D,7D,293,,,,,1120,
316,LCO,R-9C16,4,2,Positioner,P1033,10656,R-9,C16,7E,7E,7E,294,C201650006,E4,7,,1033,208
317,LCO,R-2C15,4,3,Positioner,P0749,96,R-2,C15,14D,14D,14D,327,C11141008,C5,8,,749,227
318,LCO,R-3C15,4,3,Positioner,P0280,87,R-3,C15,14E,14E,14E,328,,,,,280,
319,LCO,R-9C15,4,3,Positioner,P0755,10562,R-9,C15,15A,15A,15A,329,,,,,755,
320,LCO,R-10C15,4,3,Positioner,P0529,11434,R-10,C15,15B,15B,15B,330,C11141008,C6,8,,529,228
321,LCO,R-11C15,4,3,Positioner,P0794,11452,R-11,C15,15C,15C,15C,332,,,,,794,
322,LCO,R-10C16,4,3,Positioner,P0449,10670,R-10,C16,15D,15D,15D,333,,,,,449,
323,LCO,R-9C17,4,3,Positioner,P1250,10669,R-9,C17,15E,15E,15E,334,,,,,1250,
324,LCO,R-2C24,4,3,Positioner,P0400,11528,R-2,C24,16A,16A,16A,335,,,,,400,
325,LCO,R-1C25,4,3,Positioner,P0015,10998,R-1,C25,16B,16B,16B,336,,,,,15,
326,LCO,R-1C26,4,3,Positioner,P0092,10869,R-1,C26,16C,16C,16C,338,C11141008,D1,8,,92,229
327,LCO,R-6C20,4,3,Fiducial,FTO-201703,201703,R-6,C20,19DA,19DA,19DA,,,,,,0,
328,LCO,R-8C18,4,3,Positioner,P1052,11464,R-8,C18,4A,4A,4A,275,,,,,1052,
329,LCO,R-7C19,4,3,Positioner,P0176,11524,R-7,C19,4B,4B,4B,276,,,,,176,
330,LCO,R-5C21,4,3,Positioner,P1337,10660,R-5,C21,4C,4C,4C,277,,,,,1337,
331,LCO,R-4C22,4,3,Positioner,P0652,10748,R-4,C22,4D,4D,4D,278,,,,,652,
332,LCO,R-3C23,4,3,Positioner,P0878,10617,R-3,C23,4E,4E,4E,279,,,,,878,
333,LCO,R-4C15,4,3,Positioner,P0244,164,R-4,C15,5A,5A,5A,280,C201650006,D1,7,,244,199
334,LCO,R-5C15,4,3,Positioner,P0519,269,R-5,C15,5B,5B,5B,281,,,,,519,
335,LCO,R-6C15,4,3,Positioner,P0407,11406,R-6,C15,5C,5C,5C,282,C201650006,D2,7,,407,200
336,LCO,R-7C15,4,3,Positioner,P0720,11549,R-7,C15,5D,5D,5D,283,,,,,720,
337,LCO,R-8C15,4,3,Positioner,P0711,11295,R-8,C15,5E,5E,5E,284,C201650006,D3,7,,711,201
338,LCO,R-1C14,4,4,Positioner,P0479,11441,R-1,C14,16D,16D,16D,339,C11141008,D2,8,,479,230
339,LCO,R-3C14,4,4,Positioner,P0970,11469,R-3,C14,16E,16E,16E,340,C11141008,D3,8,,970,231
340,LCO,R-11C14,4,4,Positioner,P0073,11599,R-11,C14,17A,17A,17A,341,C11141008,D4,8,,73,232
341,LCO,R-12C14,4,4,Positioner,P1117,10555,R-12,C14,17B,17B,17B,342,C11141008,D5,8,,1117,233
342,LCO,R-13C14,4,4,Positioner,P1119,11392,R-13,C14,17C,17C,18E,343,,,,"APOGEE to 18E, swap with FPICalib2",1119,
343,LCO,,4,4,Calibration,FPICalib2,,,,17C,,,,C11141008,A3,8,Swap with P1119 robotail APOGEE,0,213
344,LCO,R-12C15,4,4,Positioner,P0141,11318,R-12,C15,17D,17D,17D,344,C11141008,D6,8,,141,234
345,LCO,R-11C16,4,4,Positioner,P0034,11317,R-11,C16,17E,17E,17E,345,C11141008,E1,8,,34,235
346,LCO,R-5C22,4,4,Positioner,P1279,11067,R-5,C22,18A,18A,18A,346,C11141008,E2,8,,1279,236
347,LCO,R-4C23,4,4,Positioner,P0112,208,R-4,C23,18B,18B,18B,347,C11141008,E3,8,,112,237
348,LCO,R-3C24,4,4,Positioner,P0510,11068,R-3,C24,18C,18C,18C,348,C11141008,E4,8,,510,238
349,LCO,R-2C25,4,4,Positioner,P0226,10814,R-2,C25,18D,18D,18D,349,C11141008,E5,8,,226,239
350,LCO,R-2C14,4,4,Fiducial,FTO-201526,201526,R-2,C14,19EA,19EA,19EA,,,,,,0,
351,LCO,R-6C14,4,4,Fiducial,FTO-201747,201747,R-6,C14,1AA,1AA,1AA,,,,,,0,
352,LCO,R-10C14,4,4,Fiducial,FTO-201778,201778,R-10,C14,1BA,1BA,1BA,,,,,,0,
353,LCO,R-10C17,4,4,Positioner,P0149,10812,R-10,C17,2A,2A,2A,264,C201650006,B5,7,,149,191
354,LCO,R-9C18,4,4,Positioner,P0216,10581,R-9,C18,2B,2B,2B,265,C201650006,B6,7,,216,192
355,LCO,R-8C19,4,4,Positioner,P0729,11074,R-8,C19,2C,2C,2C,266,C201650006,C1,7,,729,193
356,LCO,R-7C20,4,4,Positioner,P0697,11184,R-7,C20,2D,2D,2D,267,C201650006,C2,7,,697,194
357,LCO,R-6C21,4,4,Positioner,P1321,11097,R-6,C21,2E,2E,2E,268,C201650006,C3,7,,1321,195
358,LCO,R-4C14,4,4,Positioner,P0531,10983,R-4,C14,3A,3A,3A,270,,,,,531,
359,LCO,R-5C14,4,4,Positioner,P0888,11050,R-5,C14,3B,3B,3B,271,C201650006,C4,7,,888,196
360,LCO,R-7C14,4,4,Positioner,P0477,11620,R-7,C14,3C,3C,3C,272,C201650006,C5,7,,477,197
361,LCO,R-8C14,4,4,Positioner,P0143,11616,R-8,C14,3D,3D,3D,273,,,,,143,
362,LCO,R-9C14,4,4,Positioner,P0622,11305,R-9,C14,3E,3E,3E,274,C201650006,C6,7,,622,198
363,LCO,R-8C11,5,1,Positioner,P1195,11100,R-8,C11,10A,10A,10A,396,,,,,1195,
364,LCO,R-9C11,5,1,Positioner,P0646,382,R-9,C11,10B,10B,10B,397,C201650007,C2,6,,646,164
365,LCO,R-9C10,5,1,Positioner,P0175,274,R-9,C10,10C,10C,10C,398,C201650007,C3,6,,175,165
366,LCO,R-9C9,5,1,Positioner,P0357,10905,R-9,C9,10D,10D,10D,399,C201650007,C4,6,,357,166
367,LCO,R-7C11,5,1,Positioner,P0113,10790,R-7,C11,10E,10E,10E,400,C201650007,C5,6,,113,167
368,LCO,R-9C12,5,1,Positioner,P0981,334,R-9,C12,11A,11A,11A,401,C201650007,C6,6,,981,168
369,LCO,R-10C12,5,1,Positioner,P0732,11244,R-10,C12,11B,11B,11B,402,,,,,732,
370,LCO,R-10C10,5,1,Positioner,P0928,11089,R-10,C10,11C,11C,11C,403,,,,,928,
371,LCO,R-10C9,5,1,Positioner,P1367,11255,R-10,C9,11D,11D,11D,404,,,,,1367,
372,LCO,R-10C8,5,1,Positioner,P0764,456,R-10,C8,11E,11E,11E,405,,,,,764,
373,LCO,R-4C13,5,1,Positioner,P0522,11064,R-4,C13,12A,12A,12A,406,,,,,522,
374,LCO,R-8C10,5,1,Fiducial,FTO-201079,201079,R-8,C10,19AA,19AA,19AA,,,,,,0,
375,LCO,R-10C11,5,1,Fiducial,FTO-201775,201775,R-10,C11,19BA,19BA,19BA,,,,,,0,
376,LCO,R-10C7,5,1,Fiducial,FTO-201776,201776,R-10,C7,19CA,19CA,19CA,,,,,,0,
377,LCO,R-9C8,5,1,Positioner,P0135,11291,R-9,C8,8A,8A,8A,386,C201650007,B3,6,,135,189
378,LCO,R-8C9,5,1,Positioner,P1311,10988,R-8,C9,8B,8B,8B,387,,,,,1311,
379,LCO,R-7C10,5,1,Positioner,P0500,193,R-7,C10,8C,8C,8C,388,C201650007,B4,6,,500,190
380,LCO,R-6C11,5,1,Positioner,P0738,351,R-6,C11,8D,8D,8D,389,,,,,738,
381,LCO,R-5C12,5,1,Positioner,P0769,11205,R-5,C12,8E,8E,8E,390,C201650007,B5,6,,769,161
382,LCO,R-6C12,5,1,Positioner,P0047,10556,R-6,C12,9A,9A,9A,391,,,,,47,
383,LCO,R-5C13,5,1,Positioner,P0286,270,R-5,C13,9B,9B,9B,392,C201650007,B6,6,,286,162
384,LCO,R-6C13,5,1,Positioner,P0573,10909,R-6,C13,9C,9C,9C,393,,,,,573,
385,LCO,R-7C12,5,1,Positioner,P1244,11134,R-7,C12,9D,9D,9D,394,C201650007,C1,6,,1244,163
386,LCO,R-8C12,5,1,Positioner,P0174,11108,R-8,C12,9E,9E,9E,395,,,,,174,
387,LCO,R-3C13,5,2,Positioner,P1217,537,R-3,C13,12B,12B,12B,407,C201650007,D1,6,,1217,169
388,LCO,R-4C12,5,2,Positioner,P0492,11336,R-4,C12,12C,12C,12C,408,,,,,492,
389,LCO,R-5C11,5,2,Positioner,P0255,11358,R-5,C11,12D,12D,12D,409,C201650007,D2,6,,255,170
390,LCO,R-6C10,5,2,Positioner,P0680,11281,R-6,C10,12E,12E,12E,411,,,,,680,
391,LCO,R-11C6,5,2,Positioner,P0545,10732,R-11,C6,13A,13A,13A,413,C201650007,D3,6,,545,171
392,LCO,R-11C7,5,2,Positioner,P0154,10613,R-11,C7,13B,13B,13B,414,C201650007,D4,6,,154,172
393,LCO,R-11C8,5,2,Positioner,P0725,498,R-11,C8,13C,13C,13C,415,C201650007,D5,6,,725,173
394,LCO,R-11C9,5,2,Positioner,P0161,10668,R-11,C9,13D,13D,13D,416,C201650007,D6,6,,161,174
395,LCO,R-11C10,5,2,Positioner,P1066,10678,R-11,C10,13E,13E,13E,417,C201650007,E1,6,,1066,175
396,LCO,R-8C13,5,2,Positioner,P1221,11069,R-8,C13,14A,14A,14A,418,,,,,1221,
397,LCO,R-7C13,5,2,Positioner,P0239,11433,R-7,C13,14B,14B,14B,419,C201650007,E2,6,,239,176
398,LCO,R-11C11,5,2,Positioner,P1211,131,R-11,C11,6A,6A,6A,375,C201650007,A2,6,,1211,182
399,LCO,R-11C12,5,2,Positioner,P0243,11299,R-11,C12,6B,6B,6B,376,C201650007,A3,6,,243,183
400,LCO,R-11C13,5,2,Positioner,P0137,11592,R-11,C13,6C,6C,6C,377,C201650007,A4,6,,137,184
401,LCO,R-10C13,5,2,Positioner,P0537,11622,R-10,C13,6D,6D,6D,378,,,,,537,
402,LCO,R-9C13,5,2,Positioner,P1160,11604,R-9,C13,6E,6E,6E,379,C201650007,A5,6,,1160,185
403,LCO,R-7C9,5,2,Positioner,P0223,11079,R-7,C9,7A,7A,7A,380,C201650007,A6,6,,223,186
404,LCO,R-8C8,5,2,Positioner,P0976,10868,R-8,C8,7B,7B,7B,382,,,,,976,
405,LCO,R-9C7,5,2,Positioner,P0746,11284,R-9,C7,7C,7C,7C,383,C201650007,B1,6,,746,187
406,LCO,R-10C6,5,2,Positioner,P0740,163,R-10,C6,7D,7D,7D,384,,,,,740,
407,LCO,R-11C5,5,2,Positioner,P0403,396,R-11,C5,7E,7E,7E,385,C201650007,B2,6,,403,188
408,LCO,R-2C13,5,3,Positioner,P1003,11154,R-2,C13,14C,14C,14C,420,,,,,1003,
409,LCO,R-3C12,5,3,Positioner,P0658,11621,R-3,C12,14D,14D,14D,421,C201650007,E3,6,,658,177
410,LCO,R-4C11,5,3,Positioner,P0180,139,R-4,C11,14E,14E,14E,422,,,,,180,
411,LCO,R-10C5,5,3,Positioner,P1065,137,R-10,C5,15A,15A,15A,423,,,,,1065,
412,LCO,R-11C4,5,3,Positioner,P0924,196,R-11,C4,15B,15B,15B,424,C201650007,E4,6,,924,178
413,LCO,R-12C3,5,3,Positioner,P1295,11280,R-12,C3,15C,15C,15C,425,,,,,1295,
414,LCO,R-12C4,5,3,Positioner,P0540,11072,R-12,C4,15D,15D,15D,426,,,,,540,
415,LCO,R-12C5,5,3,Positioner,P1288,11047,R-12,C5,15E,15E,15E,427,,,,,1288,
416,LCO,R-12C12,5,3,Positioner,P1258,11027,R-12,C12,16A,16A,16A,428,,,,,1258,
417,LCO,R-12C13,5,3,Positioner,P0684,11273,R-12,C13,16B,16B,16B,429,,,,,684,
418,LCO,R-13C13,5,3,Positioner,P0568,11259,R-13,C13,16C,16C,16C,430,C201650007,E5,6,,568,179
419,LCO,R-12C8,5,3,Fiducial,FTO-201075,201075,R-12,C8,19DA,19DA,19DA,,,,,,0,
420,LCO,R-12C6,5,3,Positioner,P1062,10783,R-12,C6,4A,4A,4A,365,,,,,1062,
421,LCO,R-12C7,5,3,Positioner,P0815,10865,R-12,C7,4B,4B,4B,366,,,,,815,
422,LCO,R-12C9,5,3,Positioner,P1110,10834,R-12,C9,4C,4C,4C,367,,,,,1110,
423,LCO,R-12C10,5,3,Positioner,P0539,398,R-12,C10,4D,4D,4D,368,,,,,539,
424,LCO,R-12C11,5,3,Positioner,P1197,10954,R-12,C11,4E,4E,4E,369,,,,,1197,
425,LCO,R-5C10,5,3,Positioner,P0596,10667,R-5,C10,5A,5A,5A,370,C11141018,E5,9,,596,269
426,LCO,R-6C9,5,3,Positioner,P0867,249,R-6,C9,5B,5B,5B,371,,,,,867,
427,LCO,R-7C8,5,3,Positioner,P1181,11581,R-7,C8,5C,5C,5C,372,C11141018,E6,9,,1181,270
428,LCO,R-8C7,5,3,Positioner,P0812,11609,R-8,C7,5D,5D,5D,373,,,,,812,
429,LCO,R-9C6,5,3,Positioner,P0101,10984,R-9,C6,5E,5E,5E,374,C201650007,A1,6,,101,181
430,LCO,R-1C13,5,4,Positioner,P0511,11135,R-1,C13,16D,16D,16D,431,C201650007,E6,6,,511,180
431,LCO,R-3C11,5,4,Positioner,P1360,11256,R-3,C11,16E,16E,16E,432,C201650006,A1,7,,1360,151
432,LCO,R-11C3,5,4,Positioner,P1022,10688,R-11,C3,17A,17A,17A,433,C201650006,A2,7,,1022,152
433,LCO,R-12C2,5,4,Positioner,P1196,11298,R-12,C2,17B,17B,17B,434,C201650006,A3,7,,1196,153
434,LCO,R-13C1,5,4,Positioner,P0811,11137,R-13,C1,17C,17C,17C,435,C201650006,A4,7,,811,154
435,LCO,R-13C2,5,4,Positioner,P0541,10719,R-13,C2,17D,17D,17D,436,C201650006,A5,7,,541,155
436,LCO,R-13C3,5,4,Positioner,P1385,10922,R-13,C3,17E,17E,17E,437,C201650006,A6,7,,1385,156
437,LCO,R-13C9,5,4,Positioner,P0829,11084,R-13,C9,18A,18A,18A,438,C201650006,B1,7,,829,157
438,LCO,R-13C10,5,4,Positioner,P1245,11136,R-13,C10,18B,18B,18B,439,C201650006,B2,7,,1245,158
439,LCO,R-13C11,5,4,Positioner,P1077,11202,R-13,C11,18C,18C,18C,351,C201650006,B3,7,,1077,159
440,LCO,R-13C12,5,4,Positioner,P0987,11075,R-13,C12,18D,18D,18D,350,C201650006,B4,7,,987,160
441,LCO,R-2C12,5,4,Fiducial,FTO-201523,201523,R-2,C12,19EA,19EA,19EA,,,,,,0,
442,LCO,R-6C8,5,4,Fiducial,FTO-201745,201745,R-6,C8,1AA,1AA,1AA,,,,,,0,
443,LCO,R-10C4,5,4,Fiducial,FTO-201077,201077,R-10,C4,1BA,1BA,1BA,,,,,,0,
444,LCO,R-13C4,5,4,Positioner,P0770,10822,R-13,C4,2A,2A,2A,355,C11141018,D3,9,,770,261
445,LCO,R-13C5,5,4,Positioner,P0771,173,R-13,C5,2B,2B,2B,356,C11141018,D4,9,,771,262
446,LCO,R-13C6,5,4,Positioner,P1076,479,R-13,C6,2C,2C,2C,357,C11141018,D5,9,,1076,263
447,LCO,R-13C7,5,4,Positioner,P1161,10971,R-13,C7,2D,2D,2D,358,C11141018,D6,9,,1161,264
448,LCO,R-13C8,5,4,Positioner,P0458,104,R-13,C8,2E,2E,2E,359,C11141018,E1,9,,458,265
449,LCO,R-4C10,5,4,Positioner,P0445,11605,R-4,C10,3A,3A,3A,360,,,,,445,
450,LCO,R-5C9,5,4,Positioner,P0534,11606,R-5,C9,3B,3B,3B,361,C11141018,E2,9,,534,266
451,LCO,R-7C7,5,4,Positioner,P1075,11258,R-7,C7,3C,3C,3C,362,C11141018,E3,9,,1075,267
452,LCO,R-8C6,5,4,Positioner,P1292,11262,R-8,C6,3D,3D,3D,363,,,,,1292,
453,LCO,R-9C5,5,4,Positioner,P0496,216,R-9,C5,3E,3E,3E,364,C11141018,E4,9,,496,268
454,LCO,R-5C6,6,1,Positioner,P0900,11471,R-5,C6,10A,10A,10A,484,,,,,900,
455,LCO,R-6C5,6,1,Positioner,P0864,11496,R-6,C5,10B,10B,10B,485,C11224003,D6,10,,864,294
456,LCO,R-5C5,6,1,Positioner,P0109,11253,R-5,C5,10C,10C,10C,486,C11224003,E1,10,,109,295
457,LCO,R-4C5,6,1,Positioner,P1228,11415,R-4,C5,10D,10D,10D,487,C11224003,E2,10,,1228,296
458,LCO,R-4C7,6,1,Positioner,P0778,11475,R-4,C7,10E,10E,10E,488,C11224003,E3,10,,778,297
459,LCO,R-7C5,6,1,Positioner,P0712,11417,R-7,C5,11A,11A,11A,489,C11224003,E4,10,,712,298
460,LCO,R-8C4,6,1,Positioner,P1175,11418,R-8,C4,11B,11B,11B,490,,,,,1175,
461,LCO,R-6C4,6,1,Positioner,P0048,11194,R-6,C4,11C,11C,11C,491,,,,,48,
462,LCO,R-5C4,6,1,Positioner,P0398,11248,R-5,C4,11D,11D,11D,492,,,,,398,
463,LCO,R-4C4,6,1,Positioner,P1371,11376,R-4,C4,11E,11E,11E,493,,,,,1371,
464,LCO,R-3C10,6,1,Positioner,P0508,11420,R-3,C10,12A,12A,12A,494,,,,,508,
465,LCO,R-4C6,6,1,Fiducial,FTO-201701,201701,R-4,C6,19AA,19AA,19AA,,,,,,0,
466,LCO,R-7C4,6,1,Fiducial,FTO-201706,201706,R-7,C4,19BA,19BA,19BA,,,,,,0,
467,LCO,R-3C4,6,1,Fiducial,FTO-201746,201746,R-3,C4,19CA,19CA,19CA,,,,,,0,
468,LCO,R-3C5,6,1,Positioner,P0429,11377,R-3,C5,8A,8A,8A,474,C11224003,D1,10,,429,289
