# This table collects all the attributes for positions (holes) around the wok.  The file is generated
# by github.com/csayres/sdssconv/python/sdssconv/wokCoords.py.  Solid models define 3D position and orientation
# of holes, Ricks fps_filledHex is used to determine the type of element (positioner, fiducial) in each hole.
# canbus, sextant, holeID, etc info are described on wiki (pending!)
# ---------------------------------------------------------------------------------------------------------------------------
# column descriptions
# ---------------------------------------------------------------------------------------------------------------------------
# 0th: unique index
# wokType: "LCO" or "APO"
# holeType: "ApogeeBoss", "Boss", "GFA", "Empty", or "Fiducial"
# holeID: unique ID string for hole (see wiki)
# hexRow: row index of hole, integer in range [-13, 13], only defined for hex pattern holes
# hexCol: column index of hole, integer in range [1, 27], only defined for hex pattern holes
# x: x position of hole center on wok surface in wok coordinates (mm)
# y: y position of hole center on wok surface in wok coordinates (mm)
# z: z position of hole center on wok surface in wok coordinates (mm)
# theta: azimuthal angle of hole, in wok cylindrical coordinates (deg)
# r: radial location of hole, in wok cynlinrical coordinates (mm)
# [ix, iy, iz]: unit vector in wok coordinates showing x direction in tangent coordinates (xy tangent to wok surface)
# [jx, jy, jz]: unit vector in wok coordinates showing y direction in tangent coordinates (xy tangent to wok surface)
# [kx, ky, kz]: unit vector in wok coordinates showing z direction in tangent coordinates (aligned with hole axis)
# sextant: integers in range [1,6], which sextant this position belongs to, only defined for hex pattern holes
# canbus: integers in range [1,4], which canbus this position belongs to, only defined for hex pattern holes
# canorder: integers describing the order of this position along a given canbus, starting near wok origin for each sextant.
# ---------------------------------------------------------------------------------------------------------------------------
,wokType,holeType,holeID,hexRow,hexCol,x,y,z,r,theta,ix,iy,iz,jx,jy,jz,kx,ky,kz,sextant,canbus,canorder
153,APO,Boss,R-9C15,-9.0,15.0,125.14760723285998,-177.35118568173,2.5216756702276,217.06074416813755,305.20865110283165,5.150523637512568e-05,-0.9998199491003458,0.018975424321805198,0.9999103709412315,0.00030554062707360266,0.013384944119941922,-0.013388331911757577,0.018973034177672737,0.9997303519163122,4.0,2.0,9.0
154,LCO,ApogeeBoss,R-9C16,-9.0,16.0,148.05215123445,-177.53155726789998,3.051640546084399,231.164212868502,309.82636129332246,5.636146635543325e-05,-0.9997941645156616,0.020288554009966785,0.9998569054423952,0.0003995516219917833,0.0169118005445463,-0.01691642582055273,0.020284697654428887,0.9996511219313097,4.0,3.0,10.0
155,APO,ApogeeBoss,R-9C16,-9.0,16.0,147.89891979796198,-177.347815544452,2.8542999699764007,230.92496217557982,309.82636123094716,5.6360319316015546e-05,-0.9998195647343584,0.018995652079160874,0.9998745584192871,0.00035720941604917915,0.01583476641029956,-0.015838694685802613,0.018992376782046214,0.9996941659201671,4.0,3.0,10.0
156,LCO,Boss,R-9C17,-9.0,17.0,170.818678615198,-177.520265722538,3.4661287124581994,246.3584090426848,313.8978398737475,5.417773567914792e-05,-0.9997945644137056,0.020268843913297866,0.9998098753748387,0.0004493780629347304,0.019493874994627434,-0.019498978632804448,0.020263934172939573,0.9996045031931939,4.0,2.0,13.0
157,APO,Boss,R-9C17,-9.0,17.0,170.64305497635198,-177.337752283654,3.2418749847156,246.10512102896377,313.8978398259534,5.4179377682909406e-05,-0.9998199150092776,0.018977213057663523,0.9998333286196269,0.0004006244523115593,0.018252519865642747,-0.018256835596359707,0.0189730611892001,0.999653295349502,4.0,2.0,13.0
158,LCO,ApogeeBoss,R-9C18,-9.0,18.0,193.58808153655,-177.514264083792,3.940033853622399,262.6550194955584,317.480142276588,5.199100490816602e-05,-0.9997940530534438,0.02029405765003714,0.999755210276591,0.0005009741489921798,0.0221194156729231,-0.022125027045066477,0.020287939862629324,0.9995493397898803,4.0,1.0,17.0
159,APO,ApogeeBoss,R-9C18,-9.0,18.0,193.390121727746,-177.332741304852,3.6849802231922,262.3864331869428,317.480142240633,5.199547782034595e-05,-0.9998194643159868,0.019000949222693977,0.999785401835867,0.00044559626857245045,0.020711149650830558,-0.020715877301334614,0.0189957947677517,0.9996049280634711,4.0,1.0,17.0
160,LCO,ApogeeBoss,R-8C1,-8.0,1.0,-204.974733924236,-157.78978139846998,3.821464249918799,258.6740355371762,217.58911713985003,-4.069525221797438e-05,-0.9998376211748796,0.018020256026328663,0.9997261502092958,-0.00046237572437830815,-0.023396811671473526,0.0234013446536164,0.01801436904383535,0.9995638346680793,6.0,1.0,21.0
161,APO,ApogeeBoss,R-8C1,-8.0,1.0,-204.765009328192,-157.62833525704997,3.574102796408,258.409367324568,217.58911715552145,-4.069667897756751e-05,-0.9998576580967212,0.0168719260643336,0.9997599277187951,-0.00041035932991673467,-0.02190704299831088,0.021910848260389457,0.016866984038658765,0.9996176366881238,6.0,1.0,21.0
162,LCO,Boss,R-8C2,-8.0,2.0,-182.213037188386,-157.801333349712,3.3181890872813997,241.04533127269457,220.8934331449221,-4.069758703725512e-05,-0.9998373138989455,0.01803729688861518,0.9997831941594487,-0.00041625791802016256,-0.020818054800482187,0.020822176159964723,0.018032539052704775,0.9996205602703838,6.0,2.0,18.0
163,APO,Boss,R-8C2,-8.0,2.0,-182.025112907898,-157.638586078052,3.1035510911074,240.7967307706241,220.89343317193632,-4.0698648912183735e-05,-0.9998573906021179,0.016887770780773782,0.9998099401506803,-0.00036992385144689614,-0.019492222352451443,0.01949568976756795,0.016883767786489798,0.9996673729125197,6.0,2.0,18.0
164,LCO,ApogeeBoss,R-8C3,-8.0,3.0,-159.44134516036,-157.806293084776,2.8738458162287994,224.3309356368472,224.7047077977348,-4.069966864436397e-05,-0.9998376953053376,0.018016142485229997,0.9998343822968002,-0.0003685634472950226,-0.01819538782662657,0.018199074721342412,0.018012418146835674,0.9996721194830785,6.0,3.0,16.0
165,APO,ApogeeBoss,R-8C3,-8.0,3.0,-159.276093471306,-157.642736261014,2.687947757317,224.09842981899678,224.704707839317,-4.070047429551522e-05,-0.9998577254491137,0.01686793417096917,0.9998548153992299,-0.00032811088376078336,-0.017036445234256015,0.01703955593444967,0.0168647918152794,0.9997125748586861,6.0,3.0,16.0
166,LCO,Boss,R-8C4,-8.0,4.0,-136.672103285676,-157.815735264774,2.4889022100697997,208.77037652332697,229.1066743460101,-4.0701452081151576e-05,-0.9998373868514467,0.018033252548063046,0.9998780808171789,-0.0003222754268841085,-0.015611522664507136,0.015614795699815985,0.018030418537007133,0.9997155006113656,6.0,4.0,13.0
167,APO,Boss,R-8C4,-8.0,4.0,-136.529570329188,-157.65115231555598,2.327794890883,208.55265378483037,229.10667440587648,-4.070207155300628e-05,-0.9998574560468644,0.016883895605988894,0.9998931241835773,-0.00028753109871396544,-0.014617028982404186,0.0146198000583641,0.016881496182502075,0.9997506071680545,6.0,4.0,13.0
168,LCO,ApogeeBoss,R-8C5,-8.0,5.0,-113.896519135132,-157.820166203588,2.163032535877,194.62687874912766,234.18256391324823,-4.0702959455299604e-05,-0.9998375675049016,0.01802323359306991,0.9999154219677922,-0.0002750969977250025,-0.013002816333928824,0.013005662391479149,0.018021179970332542,0.9997530144081765,6.0,3.0,20.0
169,APO,ApogeeBoss,R-8C5,-8.0,5.0,-113.777276867902,-157.654939205366,2.0229939011974,194.42311742003025,234.18256399572167,-4.070340820817364e-05,-0.9998576149287237,0.01687448405957284,0.9999258586384153,-0.00024617258313620633,-0.01217442504956461,0.012176845628516213,0.016872737421756125,0.9997834941438251,6.0,3.0,20.0
170,LCO,Boss,R-8C6,-8.0,6.0,-91.119941951776,-157.825092635442,1.896424593325599,182.24051055317221,240.00011374743536,-4.070421302481403e-05,-0.9998375545327242,0.018023953206466475,0.9999458623306166,-0.00022824045649961073,-0.010402899315736491,0.010405323207203894,0.018022553989816975,0.999783434948108,5.0,1.0,8.0
171,APO,Boss,R-8C6,-8.0,6.0,-91.02478725156,-157.658868744624,1.7736499330842,182.04897909086534,239.99989180884356,6.641842551504133e-06,-0.9998576128790366,0.016874653291858173,0.9999525440050095,-0.00015775500131097461,-0.00974088554850998,0.009742160632813274,0.016873917185824216,0.9998101625933848,5.0,1.0,8.0
172,LCO,Boss,R-8C7,-8.0,7.0,-68.34246628304399,-157.8295543555,1.6890629845800005,171.99087454194986,246.58669469104024,4.458630479609024e-06,-0.9998374289246892,0.018030965070890963,0.9999695216992142,-0.00013631736938565447,-0.0078062212510016825,0.007807410118944741,0.01803045032277007,0.9998069549710047,5.0,2.0,7.0
173,APO,Boss,R-8C7,-8.0,7.0,-68.2704238602,-157.66317941901,1.5797113997276,171.80957167329854,246.58669459410123,4.460587866777839e-06,-0.9998574945625885,0.01688166304385966,0.9999732831204272,-0.00011894157358521311,-0.007308823315420371,0.007309789699924016,0.01688124462014973,0.999830780959767,5.0,2.0,7.0
174,LCO,Boss,R-8C8,-8.0,8.0,-45.56221527493,-157.831314268922,1.5408993860893991,164.2761066759688,253.89780603141526,9.320867908200021e-06,-0.999837537124378,0.018024962418260057,0.9999864626657529,-8.447017636092398e-05,-0.005202629145382486,0.005203306483045101,0.018024766901338047,0.9998240012021096,5.0,3.0,6.0
175,APO,Boss,R-8C8,-8.0,8.0,-45.514106261674,-157.664659889252,1.4411379050946005,164.10264728758173,253.89780595929614,9.317967669723485e-06,-0.9998575896993519,0.016876025414109794,0.9999881334071977,-7.289753178187476e-05,-0.004871111858537628,0.004871648382632342,0.016875870542050902,0.9998457241172181,5.0,3.0,6.0
176,LCO,Boss,R-8C9,-8.0,9.0,-22.7812582147864,-157.832433598408,1.4519983624948,159.46806207339648,261.78675064062975,7.137724749922123e-06,-0.9998375979365378,0.01802158987290261,0.9999966168816445,-3.974098563884851e-05,-0.0026008932926283417,0.002601187097935102,0.01802154746819154,0.9998342150839474,5.0,4.0,5.0
177,APO,Boss,R-8C9,-8.0,9.0,-22.7571792602774,-157.665609724538,1.3579897224961996,159.2995094082048,261.7867506005765,7.137401867524989e-06,-0.999857643206568,0.016872856025730486,0.9999970344249385,-3.3955502183119574e-05,-0.0024351567408075823,0.002435383006002073,0.016872823368701707,0.9998546778113221,5.0,4.0,5.0
178,LCO,Fiducial,R-8C10,-8.0,10.0,1.74222875835492e-05,-157.83294867815,1.4223664169836,157.83294867815096,270.00000632455743,4.954579307416122e-06,-0.9998376018556,0.0180213731745058,0.999999999987726,4.953817864381855e-06,-8.689314555351514e-08,-2.395566104642581e-09,0.018021373174715125,0.9998376018678722,5.0,4.0,21.0
179,APO,Fiducial,R-8C10,-8.0,10.0,1.73941899112712e-05,-157.666060002276,1.3302748215125997,157.66606000227696,270.00000632104127,4.956826447615123e-06,-0.9998576467098913,0.016872649204791146,0.999999999987715,4.956158670257444e-06,-8.139224452122993e-08,-2.2428685791049852e-09,0.016872649204987315,0.999857646722175,5.0,4.0,21.0
180,LCO,Boss,R-8C11,-8.0,11.0,22.7812049833206,-157.832414247418,1.4519972853315997,159.4680353163625,278.2132314230796,9.81718436004738e-06,-0.9998375971589643,0.018021631752188474,0.999996616872628,5.6693097909800467e-05,0.002600582471488978,-0.002601181831640682,0.01802154525231524,0.9998342151375884,5.0,4.0,25.0
181,APO,Boss,R-8C11,-8.0,11.0,22.7571260667846,-157.66559039971,1.3579882477976,159.29948268248913,278.2132314563282,9.814549001815173e-06,-0.999857642522368,0.016872895225400746,0.9999970344142556,5.0905001826729795e-05,0.002434865781735841,-0.0024353780751470515,0.016872821290273666,0.9998546778584063,5.0,4.0,25.0
182,LCO,Boss,R-8C12,-8.0,12.0,45.562162040594,-157.83132640046998,1.5408983345801994,164.27610356696752,286.10217495653154,7.63443186006147e-06,-0.9998375355235545,0.01802505200825119,0.9999864627074703,0.00010142286319400897,0.005202318252851151,-0.0052033012133237974,0.01802476828110508,0.99982400120466,5.0,4.0,15.0
183,APO,Boss,R-8C12,-8.0,12.0,45.514053069756,-157.664672023594,1.4411358566608,164.10264419302948,286.1021750225131,7.634303695780294e-06,-0.9998575882981207,0.016876109278599657,0.9999881334455061,8.984751311140675e-05,0.004870820834011349,-0.004871643448576508,0.01687587183200376,0.9998457241194861,5.0,4.0,15.0
184,LCO,Boss,R-8C13,-8.0,13.0,68.342501116604,-157.829547117262,1.6890620028954002,171.99088174119302,293.41331691584816,5.451732110224489e-06,-0.9998374275394895,0.018031041608704675,0.9999695216568855,0.0001462265027806312,0.007806047342260614,-0.007807414910093253,0.01803044949595286,0.9998069549485018,5.0,3.0,21.0
185,APO,Boss,R-8C13,-8.0,13.0,68.27045865083399,-157.6631722143,1.5797088219832007,171.809578886252,293.41331700745604,5.454131578380777e-06,-0.9998574933471447,0.016881734739568038,0.9999732830826774,0.00012885521515679986,0.007308660423469233,-0.0073097941902975135,0.016881243849261124,0.9998307809399536,5.0,3.0,21.0
186,LCO,Boss,R-8C14,-8.0,14.0,91.120568600764,-157.82473083936597,1.896424593325599,182.2405105530734,300.00011374735413,3.269686310308557e-06,-0.999837562426429,0.018023560982387332,0.9999458631038837,0.00019081004191770542,0.010403578853317481,-0.01040532799763865,0.01802255122629943,0.9997834349480677,4.0,1.0,8.0
187,APO,Boss,R-8C14,-8.0,14.0,91.024191838984,-157.659212506446,1.7736499330842,182.0489790910481,299.9998918088115,5.3685989147986174e-05,-0.9998576015419305,0.016875240935540305,0.9999525425859559,0.00021807710536477756,0.009739867466147085,-0.009742160627733663,0.01687391718582505,0.9998101625934342,4.0,1.0,8.0
188,LCO,ApogeeBoss,R-8C15,-8.0,15.0,113.896542839428,-157.820108177288,2.163032137630399,194.62684556829396,305.8174517419229,5.150204383804672e-05,-0.9998375646085368,0.018023366644710246,0.9999154214298646,0.0002858952007754306,0.01300262476081493,-0.013005665468397395,0.018021172592379963,0.9997530145011415,4.0,2.0,8.0
189,APO,ApogeeBoss,R-8C15,-8.0,15.0,113.777300558736,-157.654881285746,2.0229917692484003,194.4230843178238,305.81745165424184,5.15054382695312e-05,-0.999857612327701,0.016874608663274466,0.9999258581053556,0.0002569738402799382,0.012174245632216129,-0.012176848502709984,0.0168727305079599,0.9997834942254987,4.0,2.0,8.0
190,LCO,Boss,R-8C16,-8.0,16.0,136.672066241554,-157.815712363118,2.488900216449199,208.77033496024794,310.8933220834394,5.636151798081112e-05,-0.9998373817400972,0.018033493795895524,0.9998780801159671,0.0003379347365464527,0.01561123645716593,-0.015614791929033261,0.018030415281438936,0.9997155007289784,4.0,3.0,8.0
191,APO,Boss,R-8C16,-8.0,16.0,136.529533494362,-157.65112966891598,2.3277802354132,208.55261255154173,310.89332201744605,5.636038031065966e-05,-0.9998574514730528,0.01688412145535602,0.9998931234751607,0.00030318874471600834,0.014616761052716842,-0.014619796530549721,0.016881493132918066,0.9997506072711377,4.0,3.0,8.0
192,LCO,ApogeeBoss,R-8C17,-8.0,17.0,159.44133538897998,-157.80625440083,2.873843466424,224.3309014795792,315.29529746891586,5.417827731023866e-05,-0.9998376903394381,0.01801638258397454,0.9998343816715519,0.00038204199204508265,0.018195144170401148,-0.018199073937418802,0.018012412959239738,0.9996721195908217,4.0,3.0,11.0
193,APO,ApogeeBoss,R-8C17,-8.0,17.0,159.27608357292598,-157.64269751940998,2.6879524996747994,224.09839553090487,315.29529742043394,5.4179765471560396e-05,-0.9998577210168689,0.016868158983902676,0.99985481477218,0.0003415901189928744,0.017036217100062125,-0.017039555200851226,0.016864786958150687,0.9997125749531279,4.0,3.0,11.0
194,LCO,Boss,R-8C18,-8.0,18.0,182.213054710068,-157.801278903288,3.3181874123799995,241.04530887426023,319.1065793646613,5.199175217214479e-05,-0.9998373092563765,0.018037525213469022,0.9997831935843408,0.00042755259658775336,0.020817853517441944,-0.020822178636113586,0.018032532205599295,0.999620560342323,4.0,2.0,14.0
195,APO,Boss,R-8C18,-8.0,18.0,182.025129941646,-157.63853132428798,3.1035725114354005,240.79670780214508,319.1065793298371,5.1996091187279293e-05,-0.9998573864665717,0.016887984623484256,0.9998099395816679,0.00038122174413952203,0.01949203385188888,-0.019495692091020728,0.016883761376492345,0.9996673729754681,4.0,2.0,14.0
196,LCO,ApogeeBoss,R-8C19,-8.0,19.0,204.974690585486,-157.789761953246,3.8214639659214,258.6739893338288,322.41088041749106,5.685371254590263e-05,-0.9998376136274801,0.01802063104780992,0.9997261495341793,0.000478535825799295,0.023396515574487863,-0.023401339816754,0.018014365910832046,0.9995638348377813,4.0,1.0,18.0
197,APO,ApogeeBoss,R-8C19,-8.0,19.0,204.764966602852,-157.62831631754,3.5740757810442,258.4093219157729,322.4108803934302,5.685362760842829e-05,-0.9998576513840494,0.016872277156269003,0.9997599270298649,0.00042651771699416294,0.02190676580137563,-0.02191084372871703,0.016866981099474175,0.9996176368370486,4.0,1.0,18.0
198,LCO,ApogeeBoss,R-7C1,-7.0,1.0,-216.361953273958,-138.06579982543,3.7621865394422,256.66059281852773,212.542933069822,-4.069398785642055e-05,-0.9998757917270452,0.015760693582894867,0.9996951700739587,-0.00042979821674206403,-0.02468566799363342,0.024689375747441743,0.01575488469356207,0.9995710171536059,6.0,1.0,20.0
199,APO,ApogeeBoss,R-7C1,-7.0,1.0,-216.140501761058,-137.924486267062,3.518657729879,256.3978947135777,212.5429330722063,-4.069555979498321e-05,-0.9998911194978474,0.014756269623888128,0.9997327702661112,-0.00038179797572853504,-0.0231136818000198,0.023116799084610527,0.014751385685663572,0.9996239343975486,6.0,1.0,20.0
200,LCO,Boss,R-7C2,-7.0,2.0,-193.604443065168,-138.078276602356,3.2293813313183994,237.7988453379255,215.49638475926355,-4.069642953639691e-05,-0.9998753490138227,0.01578875480481845,0.999755071963258,-0.00039010705575661677,-0.02212789868527008,0.022131299725527905,0.015783987169631874,0.9996304673835665,6.0,2.0,17.0
201,APO,Boss,R-7C2,-7.0,2.0,-193.40446111131,-137.935649958476,3.0205180197849995,237.55321321174222,215.49638477101448,-4.069758563801798e-05,-0.9998907326041487,0.014782462448632367,0.999785288056355,-0.0003469976165804556,-0.020718527426569353,0.020721393046268445,0.014778445283343926,0.9996760582434839,6.0,2.0,17.0
202,LCO,ApogeeBoss,R-7C3,-7.0,3.0,-170.83192951884598,-138.08195346724,2.7553655674392,219.65922247076492,218.9483057450458,-4.069867527014813e-05,-0.9998757641936568,0.01576244022253429,0.9998099287994342,-0.00034799470518934644,-0.01949320840076528,0.019496271892039695,0.01575865088883867,0.9996857307696632,6.0,3.0,15.0
203,APO,ApogeeBoss,R-7C3,-7.0,3.0,-170.654610891264,-137.93862849277798,2.5770943083614,219.43122259358933,218.94830576947024,-4.069958544019373e-05,-0.9998910972941681,0.014757774066852502,0.9998333801757318,-0.0003100774736775021,-0.018251458526131754,0.018254046946212632,0.014754572302335199,0.9997245082352741,6.0,3.0,15.0
204,LCO,Fiducial,R-7C4,-7.0,4.0,-148.06423299184598,-138.09125423832597,2.340807750049,202.4653342885582,223.00395786759373,-4.0700571810971965e-05,-0.9998754664288266,0.015781317346783456,0.9998568810479299,-0.00030767662600805486,-0.016915163499051884,0.016917912535809584,0.015778370284355806,0.9997323778224853,6.0,4.0,12.0
205,APO,Fiducial,R-7C4,-7.0,4.0,-147.90949501989,-137.946938959266,2.1892637662948005,202.25374331584155,223.00395790890147,-4.070132513847602e-05,-0.9998908368410735,0.014775410135081013,0.999874541066828,-0.00027473188054720217,-0.015837507657267838,0.015839838061114716,0.014772911820339744,0.9997654027853465,6.0,4.0,12.0
206,LCO,ApogeeBoss,R-7C5,-7.0,5.0,-125.288365035418,-138.09493044560398,1.9852807156637988,186.4601411241136,227.7837175698831,-4.07022452353935e-05,-0.9998756771023427,0.015767963801930348,0.9998976956830598,-0.0002662336191330782,-0.014301303694678101,0.014303723677231848,0.015765768575993887,0.9997733963404776,6.0,4.0,14.0
207,APO,ApogeeBoss,R-7C5,-7.0,5.0,-125.156904764684,-137.95003304400998,1.8567516797328,186.2644958845341,227.78371763323148,-4.070276358604479e-05,-0.9998910221297115,0.01476286583580347,0.9999103205787041,-0.0002384008955684444,-0.01339006964903781,0.013392129908200854,0.01476099689769932,0.9998013621850632,6.0,4.0,14.0
208,LCO,Boss,R-7C6,-7.0,6.0,-102.513146712946,-138.101115683678,1.6890620028954002,171.990881741058,233.41331691585373,-4.0703622227616904e-05,-0.9998755155777874,0.015778203043077425,0.999931421656006,-0.0002254761914985013,-0.011709019834519527,0.0117111198530816,0.015776644400521535,0.9998069549484271,6.0,3.0,21.0
209,APO,Boss,R-7C6,-7.0,6.0,-102.405083053534,-137.95553762685398,1.5797088219832007,171.80957888638085,233.41331700743547,-4.0703940417181024e-05,-0.9998908809676943,0.014772423661589741,0.9999398851631176,-0.00020267208261082558,-0.010962891224406244,0.010964688922193268,0.014771089386879769,0.9998307809400371,6.0,3.0,21.0
210,LCO,ApogeeBoss,R-7C7,-7.0,7.0,-79.733781052566,-138.103651948862,1.451998693253599,159.46816146977724,240.00012433083987,-4.0704708739544716e-05,-0.9998756468754337,0.01576988042312245,0.9999585555178725,-0.0001842693541861512,-0.009102378338377013,0.009104152334870812,0.015768856338936002,0.9998342150476875,5.0,1.0,7.0
211,APO,ApogeeBoss,R-7C7,-7.0,7.0,-79.650096533626,-137.95732650059398,1.357991802908601,159.29959765488246,239.99987635816285,6.640107816994909e-06,-0.9998910032287185,0.014764200559990405,0.9999636714094976,-0.00011920851341979979,-0.008523007131789238,0.008523838169930855,0.014763720791080447,0.999854677806358,5.0,1.0,7.0
212,LCO,ApogeeBoss,R-7C8,-7.0,8.0,-56.954481565536,-138.106669971274,1.2742157471691993,149.38964241524033,247.5890005472288,4.457478672839674e-06,-0.9998755945784948,0.015773247808628498,0.9999788445418666,-9.814259889313098e-05,-0.006503909343164274,0.00650464824911393,0.01577294310938204,0.9998544413147464,5.0,2.0,6.0
213,APO,ApogeeBoss,R-7C8,-7.0,8.0,-56.894124857954,-137.960312642704,1.1917083615112007,149.2313281714838,247.58900043960153,4.459569326226956e-06,-0.9998909509822517,0.01476773929620874,0.9999814557212565,-8.547664560999055e-05,-0.006089409440994343,0.006090007693694418,0.014767492595278377,0.9998724083445544,5.0,2.0,6.0
214,LCO,ApogeeBoss,R-7C9,-7.0,9.0,-34.173309067519995,-138.108933611908,1.1556816071488,142.27400534195505,256.10203146352166,9.32040783098718e-06,-0.9998755486658647,0.01577615584564808,0.9999923809987495,-5.226414943802975e-05,-0.003903231085960624,0.003903569851011212,0.01577607202680254,0.9998679301256859,5.0,3.0,5.0
215,APO,ApogeeBoss,R-7C9,-7.0,9.0,-34.137030324228,-137.962314969662,1.0808421759796003,142.12296503783435,256.10203139090396,9.317559002215169e-06,-0.9998909109058095,0.014770450268487771,0.9999933214205219,-4.4665479209153255e-05,-0.003654465672031809,0.0036547267389212728,0.014770385673561242,0.9998842326387181,5.0,3.0,5.0
216,LCO,ApogeeBoss,R-7C10,-7.0,10.0,-11.3911649051532,-138.109730193246,1.0964049869164,138.57870042668029,265.28496870738104,7.137412492500376e-06,-0.9998755648090232,0.01577513381541141,0.9999991535285708,-1.3388690101359781e-05,-0.001301062214000588,0.0013011115244534782,0.015775129748429047,0.9998747183473643,5.0,4.0,4.0
217,APO,ApogeeBoss,R-7C10,-7.0,10.0,-11.3790631405836,-137.96300413084398,1.0254009643324,138.43147614168052,265.2849686795058,7.137133160863112e-06,-0.9998909251480572,0.014769487317559098,0.9999992580084702,-1.0855357101078317e-05,-0.0012181398401277647,0.0012181672997640892,0.014769485052750856,0.9998901831599839,5.0,4.0,4.0
218,LCO,ApogeeBoss,R-7C11,-7.0,11.0,11.3911724633296,-138.10974593769,1.0964048750548,138.57871673912484,274.71503387190614,4.954586856736785e-06,-0.9998755645454943,0.01577515135525701,0.9999991535395835,2.5479223854892794e-05,0.0013008731397292188,-0.0013011132036015475,0.01577513155692686,0.9998747183166463,5.0,4.0,20.0
219,APO,ApogeeBoss,R-7C11,-7.0,11.0,11.3790706739696,-137.96301985699998,1.0254009610558006,138.4314924338612,274.7150338929209,4.956834891707574e-06,-0.9998909249187009,0.014769503737592988,0.9999992580197385,2.2948040263828988e-05,0.0012179627907775107,-0.0012181688725535341,0.014769486741672283,0.9998901831331205,5.0,4.0,20.0
220,LCO,ApogeeBoss,R-7C12,-7.0,12.0,34.173228547234,-138.10893000840997,1.155680017616799,142.27398250351106,283.8979374076561,9.817718974865949e-06,-0.9998755474890749,0.015776230127470706,0.9999923810267088,7.139990640839173e-05,0.0039029207763403564,-0.0039035614694043785,0.01577607161101537,0.9998679301649686,5.0,4.0,16.0
221,APO,ApogeeBoss,R-7C12,-7.0,12.0,34.136949872268,-137.96231136438598,1.0808408707752006,142.12294221407578,283.8979374741027,9.815001831835319e-06,-0.9998909098739649,0.014770519797237253,0.9999933214444622,6.379596324001171e-05,0.003654175221283438,-0.0036547188863860136,0.01477038528576397,0.9998842326731489,5.0,4.0,16.0
222,LCO,ApogeeBoss,R-7C13,-7.0,13.0,56.954489125592005,-138.106647008912,1.2742135983038,149.38962406941587,292.411005490884,7.635052788071756e-06,-0.9998755933598312,0.015773323842209225,0.9999788445116862,0.00011023389134714499,0.006503720286257679,-0.006504649935134874,0.015772940493593308,0.9998544413450424,5.0,3.0,22.0
223,APO,ApogeeBoss,R-7C13,-7.0,13.0,56.89413239515,-137.96028970523398,1.1917060268702002,149.231309839956,292.41100559315936,7.634848483156045e-06,-0.9998909499115216,0.014767810492557298,0.9999814556924842,9.756997706584032e-05,0.006089232401536495,-0.006090009265135413,0.014767490143371425,0.9998724083711962,5.0,3.0,22.0
224,LCO,ApogeeBoss,R-7C14,-7.0,14.0,79.73438041687399,-138.103305905866,1.451998693253599,159.46816146990588,300.000124330829,5.4529899324032474e-06,-0.9998756527654862,0.015769558556210646,0.9999585563162116,0.00014902057569579595,0.009102935947587107,-0.009104154011370583,0.015768855369394284,0.999834215047713,4.0,1.0,7.0
225,APO,ApogeeBoss,R-7C14,-7.0,14.0,79.64950112105,-137.957670262416,1.357991802908601,159.29959765506516,299.9998763581932,5.368801815786491e-05,-0.9998909942172304,0.014764714723799824,0.9999636699902898,0.00017953225502817237,0.008522116387369938,-0.008523838169931491,0.014763720786031194,0.9998546778064324,4.0,1.0,7.0
226,LCO,Boss,R-7C15,-7.0,15.0,102.513170398192,-138.101089136106,1.6890629845800005,171.99087454184144,306.5866946910148,5.150381139652988e-05,-0.9998755131430519,0.01577832577543791,0.9999314211215843,0.0002362757821962772,0.011708852528033253,-0.011711122966047913,0.015776640665020682,0.9998069549709088,4.0,2.0,7.0
227,APO,Boss,R-7C15,-7.0,15.0,102.405106688234,-137.955511099602,1.5797113997276,171.80957167335293,306.5866945941075,5.150696472940145e-05,-0.9998908787714724,0.014772538598539931,0.9999398846329903,0.00021347458223054514,0.010962734547775417,-0.010964691842219348,0.014771085884778726,0.9998307809597531,4.0,2.0,7.0
228,LCO,ApogeeBoss,R-7C16,-7.0,16.0,125.28832793694,-138.09493899524398,1.9852809188383995,186.46012252847623,312.21627222209383,5.6365055707321914e-05,-0.999875672804792,0.015768188105961294,0.9998976949773801,0.00028189602858791173,0.014301052882611257,-0.014303719862422938,0.01576576886147804,0.9997733963905541,4.0,3.0,7.0
229,APO,ApogeeBoss,R-7C16,-7.0,16.0,125.156867679922,-137.950041586284,1.8567529871978,186.2644772926577,312.2162721526705,5.636352773076217e-05,-0.9998910182692873,0.014763075816390445,0.9999103198664203,0.0002540613082387014,0.01338983485650672,-0.01339212633548564,0.01476099716345094,0.9998013622289954,4.0,3.0,7.0
230,LCO,Fiducial,R-7C17,-7.0,17.0,148.06422318261997,-138.09124702879,2.3408071351657997,202.46532219775068,316.9960417311283,5.418088344500106e-05,-0.9998754622139856,0.01578154386619164,0.9998568804206318,0.0003211571507685868,0.016914950003097066,-0.016917911808335934,0.015778368751337136,0.999732377858991,4.0,4.0,8.0
